@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
7, 9, 63, 1.286, 0.397, 0.841, 2.78, 25, 53, 9, 1
9, 39, 351, 4.333, 0.308, 0.709, 1.69, 108, 249, 64, 1
10, 22, 220, 2.2, 0.332, 0.714, 2.15, 73, 157, 34, 1
7, 6, 42, 0.857, 0.548, 0.952, 2.56, 23, 40, 9, 1
10, 261, 2610, 26.1, 0.264, 0.679, 1.77, 689, 1771, 390, 1
10, 100, 1000, 10.0, 0.267, 0.724, 1.82, 267, 724, 147, 1
7, 9, 63, 1.286, 0.46, 0.889, 2.42, 29, 56, 12, 1
7, 4, 28, 0.571, 0.393, 1.0, 2.2, 11, 28, 5, 1
10, 48, 480, 4.8, 0.3, 0.556, 2.15, 144, 267, 67, 1
8, 16, 128, 2.0, 0.383, 0.781, 1.69, 49, 100, 29, 1
15, 67, 1005, 4.467, 0.293, 0.607, 3.59, 294, 610, 82, 1
9, 111, 999, 12.333, 0.188, 0.769, 1.49, 188, 768, 126, 1
7, 144, 1008, 20.571, 0.092, 0.384, 1.24, 93, 387, 75, 1
2, 535, 1070, 267.5, 0.564, 0.614, 40.2, 603, 657, 15, 2
9, 347, 3123, 38.556, 0.111, 0.433, 1.26, 347, 1351, 275, 1
7, 91, 637, 13.0, 0.334, 0.975, 1.76, 213, 621, 121, 1
28, 31, 868, 1.107, 0.492, 0.745, 7.49, 427, 647, 57, 3
4, 4, 16, 1.0, 0.5, 0.5, 8.0, 8, 8, 1, 1
7, 163, 1141, 23.286, 0.212, 0.831, 1.31, 242, 948, 185, 1
9, 534, 4806, 59.333, 0.134, 0.503, 1.34, 644, 2419, 482, 1
9, 534, 4806, 59.333, 0.184, 0.733, 1.34, 884, 3524, 661, 1
3, 536, 1608, 178.67, 0.341, 0.353, 61.0, 549, 567, 9, 2
8, 107, 856, 13.375, 0.381, 0.77, 2.4, 326, 659, 136, 1
9, 248, 2232, 27.556, 0.33, 0.727, 2.39, 737, 1622, 308, 1
6, 29, 174, 4.833, 0.368, 0.954, 1.73, 64, 166, 37, 1
8, 150, 1200, 18.75, 0.205, 0.628, 1.32, 246, 753, 187, 1
6, 103, 618, 17.167, 0.248, 0.909, 1.23, 153, 562, 124, 1
7, 150, 1050, 21.429, 0.178, 0.774, 1.36, 187, 813, 138, 1
6, 62, 372, 10.333, 0.234, 0.852, 1.36, 87, 317, 64, 1
10, 249, 2490, 24.9, 0.294, 0.636, 2.32, 731, 1584, 315, 1
6, 76, 456, 12.667, 0.353, 0.961, 1.49, 161, 438, 108, 1
9, 535, 4815, 59.444, 0.118, 0.482, 1.31, 566, 2323, 432, 1
9, 536, 4824, 59.556, 0.154, 0.602, 1.36, 743, 2904, 547, 1
3, 537, 1611, 179.0, 0.345, 0.405, 22.24, 556, 652, 25, 2
13, 228, 2964, 17.538, 0.264, 0.942, 3.29, 783, 2791, 238, 1
5, 29, 145, 5.8, 0.4, 0.966, 1.61, 58, 140, 36, 1
8, 525, 4200, 65.625, 0.095, 0.444, 1.34, 398, 1865, 297, 1
7, 86, 602, 12.286, 0.244, 0.831, 1.27, 147, 500, 116, 1
8, 298, 2384, 37.25, 0.138, 0.592, 1.18, 329, 1412, 278, 1
26, 294, 7644, 11.308, 0.453, 0.917, 7.6, 3464, 7010, 456, 1
7, 96, 672, 13.714, 0.274, 0.982, 1.6, 184, 660, 115, 1
7, 262, 1834, 37.429, 0.152, 0.684, 1.28, 279, 1254, 218, 1
9, 492, 4428, 54.667, 0.132, 0.541, 1.22, 583, 2397, 476, 1
9, 174, 1566, 19.333, 0.15, 0.738, 1.22, 235, 1156, 193, 1
1, 123, 123, 123.0, 0.163, 1.0, 1.05, 20, 123, 19, 1
1, 36, 36, 36.0, 0.222, 1.0, 1.14, 8, 36, 7, 1
1, 13, 13, 13.0, 1.0, 1.0, 13.0, 13, 13, 1, 2
24, 187, 4488, 7.792, 0.485, 0.918, 8.16, 2178, 4122, 267, 1
8, 15, 120, 1.875, 0.25, 0.808, 2.14, 30, 97, 14, 1
8, 14, 112, 1.75, 0.25, 0.786, 3.11, 28, 88, 9, 1
8, 73, 584, 9.125, 0.235, 0.803, 1.47, 137, 469, 93, 1
14, 57, 798, 4.071, 0.742, 0.97, 12.08, 592, 774, 49, 1
9, 106, 954, 11.778, 0.373, 0.649, 2.8, 356, 619, 127, 1
9, 102, 918, 11.333, 0.404, 0.893, 2.81, 371, 820, 132, 1
10, 506, 5060, 50.6, 0.15, 0.589, 1.34, 758, 2980, 564, 1
1, 65, 65, 65.0, 0.2, 1.0, 1.08, 13, 65, 12, 1
14, 150, 2100, 10.714, 0.225, 0.681, 4.14, 472, 1430, 114, 1
25, 292, 7300, 11.68, 0.472, 0.915, 7.51, 3448, 6676, 459, 1
9, 278, 2502, 30.889, 0.176, 0.594, 1.28, 440, 1485, 345, 1
9, 177, 1593, 19.667, 0.196, 0.75, 1.38, 313, 1195, 227, 1
6, 13, 78, 2.167, 0.179, 0.923, 2.0, 14, 72, 7, 1
8, 64, 512, 8.0, 0.252, 0.865, 1.63, 129, 443, 79, 1
8, 100, 800, 12.5, 0.485, 0.879, 3.43, 388, 703, 113, 1
8, 82, 656, 10.25, 0.393, 0.764, 2.41, 258, 501, 107, 1
9, 186, 1674, 20.667, 0.372, 0.778, 2.44, 622, 1303, 255, 1
9, 166, 1494, 18.444, 0.336, 0.723, 2.38, 502, 1080, 211, 1
7, 13, 91, 1.857, 0.275, 0.758, 2.27, 25, 69, 11, 1
9, 101, 909, 11.222, 0.196, 0.771, 1.22, 178, 701, 146, 1
9, 267, 2403, 29.667, 0.164, 0.73, 1.28, 393, 1754, 307, 1
1, 70, 70, 70.0, 0.2, 1.0, 1.08, 14, 70, 13, 1
8, 241, 1928, 30.125, 0.119, 0.498, 1.26, 230, 960, 182, 1
6, 68, 408, 11.333, 0.172, 0.931, 1.25, 70, 380, 56, 1
9, 508, 4572, 56.444, 0.128, 0.53, 1.27, 587, 2425, 461, 1
6, 71, 426, 11.833, 0.131, 0.784, 1.3, 56, 334, 43, 1
2, 14, 28, 7.0, 0.393, 0.536, 3.67, 11, 15, 3, 1
6, 39, 234, 6.5, 0.192, 0.197, 45.0, 45, 46, 1, 2
12, 278, 3336, 23.167, 0.11, 0.144, 15.91, 366, 479, 23, 2
1, 54, 54, 54.0, 0.944, 1.0, 17.0, 51, 54, 3, 2
10, 40, 400, 4.0, 0.278, 0.615, 2.09, 111, 246, 53, 1
10, 27, 270, 2.7, 0.63, 0.833, 6.07, 170, 225, 28, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 2
10, 22, 220, 2.2, 0.591, 0.855, 6.5, 130, 188, 20, 1
54, 1, 54, 0.019, 1.0, 1.0, 54.0, 54, 54, 1, 4
11, 123, 1353, 11.182, 0.48, 0.656, 5.74, 649, 887, 113, 1
14, 12, 168, 0.857, 0.429, 0.732, 6.55, 72, 123, 11, 1
11, 17, 187, 1.545, 0.321, 0.652, 4.29, 60, 122, 14, 1
34, 1, 34, 0.029, 1.0, 1.0, 34.0, 34, 34, 1, 4
22, 1, 22, 0.045, 1.0, 1.0, 22.0, 22, 22, 1, 4
1, 19, 19, 19.0, 0.579, 1.0, 3.67, 11, 19, 3, 2
1, 78, 78, 78.0, 0.949, 1.0, 24.67, 74, 78, 3, 2
8, 139, 1112, 17.375, 0.16, 0.692, 2.17, 178, 769, 82, 1
9, 18, 162, 2.0, 0.519, 0.796, 7.64, 84, 129, 11, 1
10, 10, 100, 1.0, 0.46, 0.46, 46.0, 46, 46, 1, 1
10, 430, 4300, 43.0, 0.351, 0.772, 2.7, 1508, 3318, 559, 1
23, 124, 2852, 5.391, 0.941, 1.0, 17.21, 2684, 2852, 156, 1
14, 397, 5558, 28.357, 0.342, 0.536, 4.53, 1902, 2979, 420, 1
9, 20, 180, 2.222, 0.55, 0.733, 9.9, 99, 132, 10, 1
14, 273, 3822, 19.5, 0.373, 0.701, 4.59, 1424, 2681, 310, 1
1, 52, 52, 52.0, 0.962, 1.0, 25.0, 50, 52, 2, 2
10, 9, 90, 0.9, 0.689, 0.789, 10.33, 62, 71, 6, 1
14, 253, 3542, 18.071, 0.372, 0.826, 4.36, 1317, 2924, 302, 1
1, 14, 14, 14.0, 1.0, 1.0, 14.0, 14, 14, 1, 2
9, 18, 162, 2.0, 0.58, 0.852, 7.83, 94, 138, 12, 1
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 4
10, 159, 1590, 15.9, 0.355, 0.719, 3.07, 564, 1144, 184, 1
128, 347, 44416, 2.711, 0.399, 0.567, 13.07, 17721, 25163, 1356, 3
10, 19, 190, 1.9, 0.6, 0.858, 7.6, 114, 163, 15, 1
23, 371, 8533, 16.13, 0.941, 1.0, 16.83, 8027, 8533, 477, 1
10, 16, 160, 1.6, 0.619, 0.963, 6.19, 99, 154, 16, 1
13, 369, 4797, 28.385, 0.397, 0.662, 4.79, 1906, 3176, 398, 1
7, 157, 1099, 22.429, 0.439, 0.874, 2.77, 482, 961, 174, 1
25, 340, 8500, 13.6, 0.866, 0.926, 16.57, 7358, 7872, 444, 1
10, 17, 170, 1.7, 0.571, 0.918, 6.47, 97, 156, 15, 1
13, 266, 3458, 20.462, 0.398, 0.579, 4.81, 1375, 2003, 286, 1
16, 344, 5504, 21.5, 0.373, 0.572, 5.73, 2053, 3146, 358, 1
25, 198, 4950, 7.92, 0.869, 0.932, 15.94, 4304, 4611, 270, 1
16, 367, 5872, 22.938, 0.385, 0.575, 5.29, 2258, 3377, 427, 1
24, 120, 2880, 5.0, 0.927, 0.972, 21.36, 2670, 2800, 125, 1
163, 161, 26243, 0.988, 0.523, 0.897, 8.4, 13725, 23547, 1634, 3
9, 155, 1395, 17.222, 0.366, 0.723, 2.54, 511, 1008, 201, 1
15, 356, 5340, 23.733, 0.406, 0.626, 5.29, 2167, 3342, 410, 1
12, 22, 264, 1.833, 0.58, 0.814, 7.65, 153, 215, 20, 1
11, 23, 253, 2.091, 0.585, 0.834, 8.22, 148, 211, 18, 1
16, 393, 6288, 24.563, 0.341, 0.653, 5.13, 2145, 4103, 418, 1
15, 356, 5340, 23.733, 0.398, 0.738, 5.32, 2127, 3940, 400, 1
7, 54, 378, 7.714, 0.497, 0.849, 3.42, 188, 321, 55, 1
1, 9, 9, 9.0, 1.0, 1.0, 9.0, 9, 9, 1, 1
1, 23, 23, 23.0, 0.348, 1.0, 1.6, 8, 23, 5, 2
12, 404, 4848, 33.667, 0.334, 0.674, 2.82, 1617, 3267, 573, 1
15, 268, 4020, 17.867, 0.413, 0.731, 5.1, 1661, 2940, 326, 1
10, 57, 570, 5.7, 0.407, 0.739, 2.94, 232, 421, 79, 1
16, 356, 5696, 22.25, 0.377, 0.576, 5.8, 2150, 3279, 371, 1
11, 22, 242, 2.0, 0.603, 0.888, 8.59, 146, 215, 17, 1
9, 268, 2412, 29.778, 0.465, 0.694, 6.3, 1122, 1675, 178, 1
9, 276, 2484, 30.667, 0.388, 0.846, 2.58, 964, 2102, 373, 1
10, 162, 1620, 16.2, 0.294, 0.73, 2.71, 477, 1183, 176, 1
7, 110, 770, 15.714, 0.21, 0.627, 1.38, 162, 483, 117, 1
7, 128, 896, 18.286, 0.265, 0.72, 1.69, 237, 645, 140, 1
7, 243, 1701, 34.714, 0.198, 0.48, 1.48, 336, 817, 227, 1
8, 192, 1536, 24.0, 0.207, 0.579, 1.57, 318, 889, 203, 1
9, 150, 1350, 16.667, 0.237, 0.579, 1.75, 320, 782, 183, 1
17, 23, 391, 1.353, 0.373, 0.621, 10.43, 146, 243, 14, 1
17, 34, 578, 2.0, 0.123, 0.156, 17.75, 71, 90, 4, 1
9, 153, 1377, 17.0, 0.304, 0.848, 2.06, 419, 1168, 203, 1
9, 44, 396, 4.889, 0.341, 0.677, 2.55, 135, 268, 53, 1
9, 33, 297, 3.667, 0.34, 0.677, 2.53, 101, 201, 40, 1
6, 95, 570, 15.833, 0.209, 0.667, 1.63, 119, 380, 73, 1
10, 293, 2930, 29.3, 0.207, 0.596, 1.53, 606, 1746, 397, 1
13, 239, 3107, 18.385, 0.239, 0.615, 2.16, 742, 1912, 343, 1
5, 63, 315, 12.6, 0.368, 0.927, 2.0, 116, 292, 58, 1
6, 96, 576, 16.0, 0.309, 0.644, 2.44, 178, 371, 73, 1
5, 96, 480, 19.2, 0.323, 0.838, 1.78, 155, 402, 87, 1
6, 94, 564, 15.667, 0.326, 0.862, 2.02, 184, 486, 91, 1
11, 32, 352, 2.909, 0.264, 0.5, 3.1, 93, 176, 30, 1
9, 18, 162, 2.0, 0.395, 0.759, 2.78, 64, 123, 23, 1
11, 252, 2772, 22.909, 0.092, 0.095, 63.75, 255, 262, 4, 2
10, 1, 10, 0.1, 0.9, 1.0, 9.0, 9, 10, 1, 4
9, 59, 531, 6.556, 0.237, 0.802, 1.56, 126, 426, 81, 1
6, 7, 42, 1.167, 0.333, 0.952, 1.4, 14, 40, 10, 1
6, 10, 60, 1.667, 0.183, 0.65, 1.83, 11, 39, 6, 1
1, 29, 29, 29.0, 0.31, 1.0, 1.13, 9, 29, 8, 1
8, 117, 936, 14.625, 0.201, 0.698, 1.45, 188, 653, 130, 1
7, 46, 322, 6.571, 0.416, 0.776, 2.63, 134, 250, 51, 1
8, 126, 1008, 15.75, 0.209, 0.573, 1.45, 211, 578, 146, 1
9, 55, 495, 6.111, 0.275, 0.661, 1.92, 136, 327, 71, 1
6, 20, 120, 3.333, 0.317, 0.983, 1.52, 38, 118, 25, 1
7, 70, 490, 10.0, 0.265, 0.976, 1.4, 130, 478, 93, 1
7, 31, 217, 4.429, 0.3, 0.88, 1.97, 65, 191, 33, 1
8, 180, 1440, 22.5, 0.199, 0.724, 1.31, 286, 1043, 219, 1
9, 98, 882, 10.889, 0.185, 0.662, 1.58, 163, 584, 103, 1
6, 7, 42, 1.167, 0.452, 1.0, 2.38, 19, 42, 8, 1
4, 253, 1012, 63.25, 0.129, 0.66, 1.41, 131, 668, 93, 1
7, 28, 196, 4.0, 0.306, 0.847, 1.58, 60, 166, 38, 1
8, 32, 256, 4.0, 0.23, 0.613, 1.4, 59, 157, 42, 1
9, 52, 468, 5.778, 0.203, 0.626, 1.38, 95, 293, 69, 1
7, 39, 273, 5.571, 0.147, 0.48, 1.67, 40, 131, 24, 1
7, 87, 609, 12.429, 0.365, 0.856, 1.91, 222, 521, 116, 1
7, 10, 70, 1.429, 0.286, 0.771, 2.22, 20, 54, 9, 1
16, 112, 1792, 7.0, 0.305, 0.879, 2.72, 546, 1576, 201, 1
14, 18, 252, 1.286, 0.298, 0.655, 5.0, 75, 165, 15, 1
11, 60, 660, 5.455, 0.271, 0.85, 1.97, 179, 561, 91, 1
14, 370, 5180, 26.429, 0.175, 0.648, 1.64, 907, 3357, 554, 1
1, 58, 58, 58.0, 0.845, 1.0, 9.8, 49, 58, 5, 2
3, 550, 1650, 183.33, 0.339, 0.401, 15.11, 559, 662, 37, 2
13, 423, 5499, 32.538, 0.188, 0.762, 1.64, 1034, 4191, 632, 1
3, 544, 1632, 181.33, 0.326, 0.406, 16.12, 532, 662, 33, 2
13, 188, 2444, 14.462, 0.188, 0.71, 1.67, 460, 1736, 275, 1
8, 22, 176, 2.75, 0.324, 0.909, 1.78, 57, 160, 32, 1
1, 206, 206, 206.0, 0.99, 1.0, 204.0, 204, 206, 1, 2
10, 553, 5530, 55.3, 0.797, 0.884, 21.3, 4409, 4890, 207, 2
3, 259, 777, 86.333, 0.96, 0.978, 67.82, 746, 760, 11, 2
9, 295, 2655, 32.778, 0.2, 0.559, 1.5, 531, 1483, 354, 1
10, 263, 2630, 26.3, 0.204, 0.589, 1.54, 537, 1550, 348, 1
8, 108, 864, 13.5, 0.196, 0.686, 1.34, 169, 593, 126, 1
7, 35, 245, 5.0, 0.188, 0.849, 1.21, 46, 208, 38, 1
1, 20, 20, 20.0, 0.55, 1.0, 1.38, 11, 20, 8, 2
1, 288, 288, 288.0, 0.424, 1.0, 1.02, 122, 288, 120, 2
6, 19, 114, 3.167, 0.184, 0.781, 1.24, 21, 89, 17, 1
7, 42, 294, 6.0, 0.143, 0.714, 1.27, 42, 210, 33, 1
19, 28, 532, 1.474, 0.588, 0.912, 13.04, 313, 485, 24, 1
8, 45, 360, 5.625, 0.492, 0.722, 9.32, 177, 260, 19, 1
17, 342, 5814, 20.118, 0.916, 0.996, 30.27, 5328, 5790, 176, 2
10, 67, 670, 6.7, 0.291, 0.588, 2.27, 195, 394, 86, 1
10, 36, 360, 3.6, 0.356, 0.672, 2.33, 128, 242, 55, 1
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, 4
11, 12, 132, 1.091, 0.432, 0.674, 4.38, 57, 89, 13, 1
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, 4
8, 231, 1848, 28.875, 0.872, 0.882, 179.0, 1611, 1630, 9, 2
10, 183, 1830, 18.3, 0.267, 0.682, 1.67, 488, 1248, 293, 1
11, 147, 1617, 13.364, 0.257, 0.761, 1.58, 416, 1230, 264, 1
6, 95, 570, 15.833, 0.3, 0.911, 1.64, 171, 519, 104, 1
