@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
8, 103, 824, 12.875, 0.142, 0.62, 1.17, 117, 511, 100, 1
7, 13, 91, 1.857, 0.198, 0.846, 2.25, 18, 77, 8, 1
9, 283, 2547, 31.444, 0.186, 0.727, 1.22, 474, 1852, 389, 1
2, 535, 1070, 267.5, 0.648, 0.92, 11.75, 693, 984, 59, 2
5, 4, 20, 0.8, 0.4, 0.7, 2.67, 8, 14, 3, 1
5, 4, 20, 0.8, 0.4, 0.4, 8.0, 8, 8, 1, 1
25, 291, 7275, 11.64, 0.456, 0.934, 7.29, 3315, 6796, 455, 1
9, 185, 1665, 20.556, 0.398, 0.783, 2.79, 663, 1303, 238, 1
9, 166, 1494, 18.444, 0.392, 0.75, 3.08, 585, 1120, 190, 1
5, 4, 20, 0.8, 0.45, 0.45, 9.0, 9, 9, 1, 1
9, 508, 4572, 56.444, 0.188, 0.597, 1.49, 861, 2731, 579, 1
9, 535, 4815, 59.444, 0.088, 0.318, 1.37, 425, 1530, 310, 1
10, 508, 5080, 50.8, 0.1, 0.343, 1.36, 506, 1742, 372, 1
24, 468, 11232, 19.5, 0.472, 0.922, 7.69, 5296, 10359, 689, 1
7, 95, 665, 13.571, 0.296, 0.982, 1.64, 197, 653, 120, 1
8, 532, 4256, 66.5, 0.192, 0.72, 1.28, 816, 3066, 636, 1
7, 34, 238, 4.857, 0.282, 0.782, 1.49, 67, 186, 45, 1
9, 274, 2466, 30.444, 0.158, 0.58, 1.31, 390, 1431, 298, 1
9, 464, 4176, 51.556, 0.158, 0.55, 1.3, 658, 2297, 505, 1
25, 471, 11775, 18.84, 0.449, 0.886, 7.8, 5290, 10437, 678, 1
8, 103, 824, 12.875, 0.425, 0.933, 2.71, 350, 769, 129, 1
9, 218, 1962, 24.222, 0.148, 0.582, 1.43, 290, 1141, 203, 1
24, 471, 11304, 19.625, 0.474, 0.921, 7.9, 5363, 10409, 679, 1
9, 181, 1629, 20.111, 0.361, 0.74, 2.76, 588, 1205, 213, 1
9, 169, 1521, 18.778, 0.343, 0.696, 2.61, 522, 1058, 200, 1
9, 505, 4545, 56.111, 0.189, 0.626, 1.32, 861, 2847, 654, 1
9, 270, 2430, 30.0, 0.111, 0.495, 1.27, 270, 1204, 213, 1
7, 198, 1386, 28.286, 0.17, 0.713, 1.36, 236, 988, 174, 1
7, 175, 1225, 25.0, 0.186, 0.906, 1.21, 228, 1110, 188, 1
7, 80, 560, 11.429, 0.155, 0.698, 1.18, 87, 391, 74, 1
9, 151, 1359, 16.778, 0.139, 0.549, 1.17, 189, 746, 162, 1
8, 199, 1592, 24.875, 0.115, 0.575, 1.18, 183, 915, 155, 1
1, 89, 89, 89.0, 0.169, 1.0, 1.07, 15, 89, 14, 1
1, 36, 36, 36.0, 0.306, 1.0, 1.83, 11, 36, 6, 2
13, 38, 494, 2.923, 0.285, 0.907, 3.62, 141, 448, 39, 1
8, 63, 504, 7.875, 0.321, 0.954, 1.82, 162, 481, 89, 1
9, 108, 972, 12.0, 0.247, 0.855, 1.69, 240, 831, 142, 1
9, 110, 990, 12.222, 0.311, 0.627, 2.08, 308, 621, 148, 1
9, 249, 2241, 27.667, 0.301, 0.739, 1.96, 674, 1655, 344, 1
8, 511, 4088, 63.875, 0.084, 0.338, 1.31, 343, 1380, 261, 1
8, 187, 1496, 23.375, 0.155, 0.747, 1.38, 232, 1118, 168, 1
10, 83, 830, 8.3, 0.208, 0.667, 1.44, 173, 554, 120, 1
7, 45, 315, 6.429, 0.254, 0.813, 1.4, 80, 256, 57, 1
9, 490, 4410, 54.444, 0.067, 0.323, 1.4, 297, 1425, 212, 1
8, 195, 1560, 24.375, 0.175, 0.965, 1.24, 273, 1506, 221, 1
3, 538, 1614, 179.33, 0.37, 0.424, 22.11, 597, 685, 27, 2
25, 292, 7300, 11.68, 0.479, 0.954, 7.58, 3496, 6967, 461, 1
9, 181, 1629, 20.111, 0.375, 0.738, 2.9, 611, 1202, 211, 1
2, 21, 42, 10.5, 0.167, 0.643, 1.4, 7, 27, 5, 1
7, 53, 371, 7.571, 0.267, 0.679, 1.57, 99, 252, 63, 1
9, 301, 2709, 33.444, 0.178, 0.694, 1.3, 482, 1881, 371, 1
9, 213, 1917, 23.667, 0.203, 0.784, 1.41, 390, 1503, 276, 1
8, 102, 816, 12.75, 0.212, 0.884, 1.25, 173, 721, 138, 1
25, 84, 2100, 3.36, 0.443, 0.82, 8.45, 930, 1722, 110, 1
24, 186, 4464, 7.75, 0.514, 0.988, 7.55, 2296, 4410, 304, 1
8, 60, 480, 7.5, 0.433, 0.842, 3.01, 208, 404, 69, 1
9, 103, 927, 11.444, 0.399, 0.831, 2.98, 370, 770, 124, 1
2, 537, 1074, 268.5, 0.537, 0.609, 22.19, 577, 654, 26, 2
7, 13, 91, 1.857, 0.33, 0.923, 1.76, 30, 84, 17, 1
9, 341, 3069, 37.889, 0.072, 0.305, 1.35, 222, 935, 165, 1
6, 13, 78, 2.167, 0.372, 0.987, 1.71, 29, 77, 17, 1
9, 511, 4599, 56.778, 0.225, 0.798, 1.38, 1035, 3670, 751, 1
6, 14, 84, 2.333, 0.321, 0.881, 1.8, 27, 74, 15, 1
7, 14, 98, 2.0, 0.245, 0.867, 1.85, 24, 85, 13, 1
1, 177, 177, 177.0, 0.203, 1.0, 1.03, 36, 177, 35, 1
10, 511, 5110, 51.1, 0.134, 0.557, 1.28, 684, 2846, 534, 1
9, 259, 2331, 28.778, 0.22, 0.749, 1.38, 512, 1745, 370, 1
8, 180, 1440, 22.5, 0.371, 0.832, 2.32, 534, 1198, 230, 1
2, 32, 64, 16.0, 0.516, 0.531, 33.0, 33, 34, 1, 2
8, 148, 1184, 18.5, 0.182, 0.625, 1.2, 216, 740, 180, 1
6, 81, 486, 13.5, 0.282, 0.932, 1.34, 137, 453, 102, 1
7, 169, 1183, 24.143, 0.167, 0.785, 1.28, 197, 929, 154, 1
8, 242, 1936, 30.25, 0.128, 0.574, 1.27, 247, 1111, 195, 1
2, 45, 90, 22.5, 0.078, 0.944, 1.17, 7, 85, 6, 1
11, 53, 583, 4.818, 0.225, 0.485, 3.45, 131, 283, 38, 1
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, 4
1, 15, 15, 15.0, 0.867, 1.0, 13.0, 13, 15, 1, 2
14, 12, 168, 0.857, 0.661, 0.851, 9.25, 111, 143, 12, 1
58, 3, 174, 0.052, 0.339, 0.345, 59.0, 59, 60, 1, 4
11, 118, 1298, 10.727, 0.408, 0.616, 6.63, 530, 800, 80, 1
10, 79, 790, 7.9, 0.306, 0.818, 1.89, 242, 646, 128, 1
11, 288, 3168, 26.182, 0.248, 0.5, 2.04, 787, 1584, 386, 1
3, 4, 12, 1.333, 0.75, 0.75, 9.0, 9, 9, 1, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 1
13, 6, 78, 0.462, 0.436, 0.449, 34.0, 34, 35, 1, 1
13, 53, 689, 4.077, 0.509, 0.624, 5.75, 351, 430, 61, 1
12, 45, 540, 3.75, 0.467, 0.694, 6.63, 252, 375, 38, 1
168, 145, 24360, 0.863, 0.798, 0.963, 13.06, 19430, 23457, 1488, 3
10, 20, 200, 2.0, 0.61, 0.845, 8.13, 122, 169, 15, 1
14, 421, 5894, 30.071, 0.379, 0.581, 4.8, 2236, 3424, 466, 1
14, 91, 1274, 6.5, 0.389, 0.628, 5.05, 495, 800, 98, 1
11, 161, 1771, 14.636, 0.329, 0.605, 3.05, 582, 1071, 191, 1
24, 133, 3192, 5.542, 0.907, 0.966, 18.67, 2894, 3085, 155, 1
187, 137, 25619, 0.733, 0.899, 0.991, 29.29, 23025, 25400, 786, 3
10, 82, 820, 8.2, 0.362, 0.69, 2.75, 297, 566, 108, 1
9, 17, 153, 1.889, 0.523, 0.869, 7.27, 80, 133, 11, 1
14, 372, 5208, 26.571, 0.378, 0.586, 4.99, 1971, 3050, 395, 1
10, 18, 180, 1.8, 0.522, 0.772, 8.55, 94, 139, 11, 1
14, 265, 3710, 18.929, 0.354, 0.565, 4.47, 1315, 2097, 294, 1
13, 350, 4550, 26.923, 0.381, 0.589, 4.49, 1732, 2682, 386, 1
9, 18, 162, 2.0, 0.63, 0.944, 7.29, 102, 153, 14, 1
8, 52, 416, 6.5, 0.45, 0.921, 2.88, 187, 383, 65, 1
14, 399, 5586, 28.5, 0.383, 0.593, 5.04, 2142, 3315, 425, 1
14, 367, 5138, 26.214, 0.349, 0.576, 4.5, 1791, 2962, 398, 1
10, 18, 180, 1.8, 0.572, 0.867, 6.44, 103, 156, 16, 1
11, 167, 1837, 15.182, 0.371, 0.8, 2.86, 681, 1470, 238, 1
11, 292, 3212, 26.545, 0.341, 0.761, 2.95, 1096, 2445, 371, 1
1, 255, 255, 255.0, 0.686, 1.0, 4.86, 175, 255, 36, 2
1, 9, 9, 9.0, 0.889, 1.0, 8.0, 8, 9, 1, 2
10, 170, 1700, 17.0, 0.499, 0.928, 4.35, 849, 1577, 195, 1
8, 59, 472, 7.375, 0.464, 0.985, 2.74, 219, 465, 80, 1
13, 354, 4602, 27.231, 0.38, 0.598, 4.39, 1749, 2750, 398, 1
8, 58, 464, 7.25, 0.442, 0.903, 3.15, 205, 419, 65, 1
18, 1, 18, 0.056, 1.0, 1.0, 18.0, 18, 18, 1, 4
27, 1, 27, 0.037, 1.0, 1.0, 27.0, 27, 27, 1, 4
17, 98, 1666, 5.765, 0.929, 1.0, 14.88, 1548, 1666, 104, 1
1, 94, 94, 94.0, 0.564, 1.0, 3.31, 53, 94, 16, 2
13, 123, 1599, 9.462, 0.428, 0.798, 4.38, 684, 1276, 156, 1
14, 201, 2814, 14.357, 0.373, 0.641, 4.84, 1050, 1804, 217, 1
14, 417, 5838, 29.786, 0.359, 0.559, 4.48, 2094, 3262, 467, 1
9, 17, 153, 1.889, 0.536, 0.915, 6.31, 82, 140, 13, 1
28, 333, 9324, 11.893, 0.351, 0.65, 4.55, 3270, 6057, 718, 1
9, 18, 162, 2.0, 0.543, 0.815, 8.8, 88, 132, 10, 1
13, 267, 3471, 20.538, 0.401, 0.662, 4.87, 1392, 2299, 286, 1
11, 184, 2024, 16.727, 0.471, 0.885, 4.48, 954, 1791, 213, 1
7, 14, 98, 2.0, 0.102, 0.204, 10.0, 10, 20, 1, 2
9, 124, 1116, 13.778, 0.348, 0.722, 2.57, 388, 806, 151, 1
11, 71, 781, 6.455, 0.69, 0.95, 7.0, 539, 742, 77, 1
16, 121, 1936, 7.563, 0.396, 0.611, 5.6, 767, 1182, 137, 1
8, 82, 656, 10.25, 0.412, 0.803, 2.78, 270, 527, 97, 1
16, 408, 6528, 25.5, 0.39, 0.644, 5.28, 2546, 4204, 482, 1
17, 389, 6613, 22.882, 0.344, 0.678, 5.0, 2273, 4481, 455, 1
16, 337, 5392, 21.063, 0.369, 0.608, 5.15, 1992, 3276, 387, 1
11, 22, 242, 2.0, 0.632, 0.864, 8.05, 153, 209, 19, 1
4, 2, 8, 0.5, 1.0, 1.0, 8.0, 8, 8, 1, 4
11, 436, 4796, 39.636, 0.336, 0.755, 2.86, 1612, 3623, 564, 1
8, 94, 752, 11.75, 0.485, 0.922, 3.07, 365, 693, 119, 1
6, 57, 342, 9.5, 0.453, 0.906, 2.46, 155, 310, 63, 1
8, 64, 512, 8.0, 0.541, 0.947, 3.85, 277, 485, 72, 1
7, 13, 91, 1.857, 0.791, 0.978, 6.0, 72, 89, 12, 1
10, 268, 2680, 26.8, 0.494, 0.754, 6.02, 1325, 2022, 220, 1
9, 278, 2502, 30.889, 0.258, 0.798, 1.62, 645, 1997, 398, 1
7, 19, 133, 2.714, 0.662, 0.91, 5.18, 88, 121, 17, 1
8, 163, 1304, 20.375, 0.383, 0.982, 2.79, 500, 1280, 179, 1
7, 98, 686, 14.0, 0.207, 0.491, 1.42, 142, 337, 100, 1
5, 177, 885, 35.4, 0.226, 0.498, 1.71, 200, 441, 117, 1
17, 22, 374, 1.294, 0.321, 0.406, 8.57, 120, 152, 14, 1
6, 60, 360, 10.0, 0.292, 0.822, 1.57, 105, 296, 67, 1
7, 133, 931, 19.0, 0.211, 0.559, 1.75, 196, 520, 112, 1
3, 541, 1623, 180.33, 0.71, 0.747, 88.62, 1152, 1213, 13, 2
84, 1, 84, 0.012, 1.0, 1.0, 84.0, 84, 84, 1, 4
9, 333, 2997, 37.0, 0.237, 0.671, 1.57, 711, 2011, 452, 1
9, 197, 1773, 21.889, 0.274, 0.699, 1.74, 485, 1240, 278, 1
17, 24, 408, 1.412, 0.36, 0.708, 5.88, 147, 289, 25, 1
10, 292, 2920, 29.2, 0.203, 0.649, 1.5, 594, 1896, 397, 1
5, 94, 470, 18.8, 0.234, 0.845, 1.39, 110, 397, 79, 1
7, 56, 392, 8.0, 0.329, 0.791, 1.65, 129, 310, 78, 1
10, 330, 3300, 33.0, 0.225, 0.771, 1.44, 744, 2545, 518, 1
9, 305, 2745, 33.889, 0.191, 0.73, 1.4, 525, 2003, 375, 1
6, 96, 576, 16.0, 0.26, 0.856, 1.53, 150, 493, 98, 1
6, 96, 576, 16.0, 0.234, 0.668, 2.01, 135, 385, 67, 1
6, 97, 582, 16.167, 0.282, 0.794, 1.84, 164, 462, 89, 1
7, 97, 679, 13.857, 0.211, 0.791, 1.51, 143, 537, 95, 1
9, 80, 720, 8.889, 0.231, 0.694, 1.54, 166, 500, 108, 1
6, 96, 576, 16.0, 0.318, 0.575, 3.0, 183, 331, 61, 1
5, 99, 495, 19.8, 0.303, 0.739, 1.92, 150, 366, 78, 1
63, 79, 4977, 1.254, 0.338, 0.345, 186.78, 1681, 1718, 9, 3
7, 36, 252, 5.143, 0.456, 0.98, 2.05, 115, 247, 56, 1
7, 56, 392, 8.0, 0.143, 0.401, 1.56, 56, 157, 36, 1
1, 95, 95, 95.0, 0.379, 1.0, 1.03, 36, 95, 35, 1
8, 20, 160, 2.5, 0.263, 0.613, 2.0, 42, 98, 21, 1
9, 98, 882, 10.889, 0.285, 0.645, 2.06, 251, 569, 122, 1
7, 12, 84, 1.714, 0.25, 0.524, 1.75, 21, 44, 12, 1
8, 77, 616, 9.625, 0.232, 0.731, 1.47, 143, 450, 97, 1
7, 8, 56, 1.143, 0.214, 0.625, 1.71, 12, 35, 7, 1
7, 6, 42, 0.857, 0.286, 0.857, 1.71, 12, 36, 7, 1
8, 30, 240, 3.75, 0.242, 0.821, 1.53, 58, 197, 38, 1
6, 15, 90, 2.5, 0.244, 0.733, 2.2, 22, 66, 10, 1
7, 27, 189, 3.857, 0.259, 0.688, 1.44, 49, 130, 34, 1
7, 35, 245, 5.0, 0.245, 0.804, 1.36, 60, 197, 44, 1
8, 85, 680, 10.625, 0.238, 0.687, 1.46, 162, 467, 111, 1
5, 25, 125, 5.0, 0.4, 0.928, 1.52, 50, 116, 33, 1
20, 39, 780, 1.95, 0.232, 0.585, 3.42, 181, 456, 53, 1
1, 283, 283, 283.0, 0.993, 1.0, 140.5, 281, 283, 2, 2
13, 348, 4524, 26.769, 0.195, 0.743, 1.64, 881, 3363, 537, 1
10, 17, 170, 1.7, 0.224, 0.729, 2.38, 38, 124, 16, 1
1, 69, 69, 69.0, 0.667, 1.0, 4.18, 46, 69, 11, 2
14, 440, 6160, 31.429, 0.158, 0.626, 1.54, 975, 3857, 632, 1
14, 409, 5726, 29.214, 0.172, 0.578, 1.79, 984, 3307, 551, 1
1, 199, 199, 199.0, 0.945, 1.0, 37.6, 188, 199, 5, 2
7, 18, 126, 2.571, 0.167, 0.437, 2.63, 21, 55, 8, 1
9, 299, 2691, 33.222, 0.226, 0.705, 1.58, 607, 1896, 385, 1
8, 42, 336, 5.25, 0.271, 0.813, 1.54, 91, 273, 59, 1
8, 112, 896, 14.0, 0.17, 0.786, 1.27, 152, 704, 120, 1
7, 178, 1246, 25.429, 0.242, 0.795, 1.41, 301, 990, 213, 1
7, 75, 525, 10.714, 0.156, 0.758, 1.28, 82, 398, 64, 1
6, 326, 1956, 54.333, 0.213, 0.716, 1.29, 416, 1400, 323, 1
8, 340, 2720, 42.5, 0.183, 0.736, 1.41, 499, 2002, 355, 1
7, 346, 2422, 49.429, 0.167, 0.707, 1.19, 404, 1712, 339, 1
9, 33, 297, 3.667, 0.347, 0.929, 2.58, 103, 276, 40, 1
9, 7, 63, 0.778, 0.349, 0.603, 3.67, 22, 38, 6, 1
11, 303, 3333, 27.545, 0.183, 0.268, 4.97, 611, 892, 123, 1
2, 22, 44, 11.0, 0.477, 1.0, 21.0, 21, 44, 1, 2
14, 98, 1372, 7.0, 0.308, 0.768, 2.43, 422, 1054, 174, 1
38, 127, 4826, 3.342, 0.464, 0.87, 3.41, 2238, 4199, 657, 1
1, 70, 70, 70.0, 1.0, 1.0, 70.0, 70, 70, 1, 2
1, 14, 14, 14.0, 1.0, 1.0, 14.0, 14, 14, 1, 2
9, 151, 1359, 16.778, 0.257, 0.941, 1.48, 349, 1279, 236, 1
8, 26, 208, 3.25, 0.293, 0.596, 2.03, 61, 124, 30, 1
22, 208, 4576, 9.455, 0.203, 0.555, 1.59, 928, 2539, 585, 1
