@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
9, 132, 1188, 14.667, 0.168, 0.693, 1.34, 199, 823, 149, 1
7, 13, 91, 1.857, 0.242, 0.912, 1.47, 22, 83, 15, 1
9, 268, 2412, 29.778, 0.183, 0.686, 1.29, 441, 1654, 341, 1
6, 12, 72, 2.0, 0.278, 1.0, 2.22, 20, 72, 9, 1
9, 465, 4185, 51.667, 0.157, 0.644, 1.24, 658, 2694, 532, 1
1, 89, 89, 89.0, 0.191, 1.0, 1.06, 17, 89, 16, 1
6, 12, 72, 2.0, 0.292, 0.778, 1.62, 21, 56, 13, 1
9, 343, 3087, 38.111, 0.162, 0.677, 1.24, 499, 2091, 401, 1
9, 508, 4572, 56.444, 0.164, 0.69, 1.22, 748, 3154, 614, 1
9, 518, 4662, 57.556, 0.096, 0.429, 1.25, 449, 2001, 360, 1
30, 60, 1800, 2.0, 0.154, 0.457, 1.85, 278, 823, 150, 5
8, 110, 880, 13.75, 0.23, 0.872, 1.66, 202, 767, 122, 1
9, 272, 2448, 30.222, 0.137, 0.532, 1.33, 336, 1303, 252, 1
9, 275, 2475, 30.556, 0.202, 0.717, 1.39, 500, 1775, 359, 1
14, 298, 4172, 21.286, 0.207, 0.71, 3.49, 862, 2962, 247, 1
8, 83, 664, 10.375, 0.404, 0.741, 2.58, 268, 492, 104, 1
8, 275, 2200, 34.375, 0.209, 0.737, 1.31, 460, 1621, 351, 1
9, 508, 4572, 56.444, 0.184, 0.705, 1.31, 840, 3224, 640, 1
8, 274, 2192, 34.25, 0.15, 0.583, 1.35, 329, 1277, 244, 1
10, 499, 4990, 49.9, 0.147, 0.631, 1.27, 733, 3150, 575, 1
8, 62, 496, 7.75, 0.296, 0.869, 1.81, 147, 431, 81, 1
9, 109, 981, 12.111, 0.219, 0.779, 1.67, 215, 764, 129, 1
8, 83, 664, 10.375, 0.437, 0.866, 2.52, 290, 575, 115, 1
9, 349, 3141, 38.778, 0.125, 0.453, 1.29, 394, 1422, 306, 1
25, 494, 12350, 19.76, 0.462, 0.93, 7.35, 5707, 11482, 776, 1
28, 32, 896, 1.143, 0.488, 0.743, 7.05, 437, 666, 62, 3
8, 299, 2392, 37.375, 0.186, 0.687, 1.32, 446, 1643, 338, 1
8, 83, 664, 10.375, 0.393, 0.7, 2.42, 261, 465, 108, 1
1, 214, 214, 214.0, 1.0, 1.0, 214.0, 214, 214, 1, 2
9, 280, 2520, 31.111, 0.165, 0.684, 1.24, 415, 1724, 336, 1
7, 59, 413, 8.429, 0.15, 0.576, 1.38, 62, 238, 45, 1
7, 62, 434, 8.857, 0.189, 0.756, 1.28, 82, 328, 64, 1
10, 318, 3180, 31.8, 0.128, 0.511, 1.18, 406, 1625, 344, 1
9, 105, 945, 11.667, 0.334, 0.869, 2.19, 316, 821, 144, 1
2, 538, 1076, 269.0, 0.637, 0.703, 29.78, 685, 756, 23, 2
10, 176, 1760, 17.6, 0.181, 0.552, 1.36, 319, 972, 235, 1
10, 309, 3090, 30.9, 0.2, 0.73, 1.4, 618, 2257, 441, 1
10, 511, 5110, 51.1, 0.161, 0.634, 1.43, 822, 3238, 575, 1
13, 375, 4875, 28.846, 0.154, 0.519, 1.44, 751, 2531, 521, 1
8, 15, 120, 1.875, 0.317, 0.742, 2.0, 38, 89, 19, 1
8, 15, 120, 1.875, 0.283, 0.65, 2.27, 34, 78, 15, 1
8, 114, 912, 14.25, 0.116, 0.408, 1.45, 106, 372, 73, 1
13, 38, 494, 2.923, 0.324, 0.935, 3.81, 160, 462, 42, 1
24, 177, 4248, 7.375, 0.514, 0.961, 8.02, 2182, 4082, 272, 1
9, 82, 738, 9.111, 0.383, 0.641, 2.62, 283, 473, 108, 1
9, 166, 1494, 18.444, 0.386, 0.75, 2.95, 576, 1121, 195, 1
25, 186, 4650, 7.44, 0.456, 0.868, 8.06, 2121, 4035, 263, 1
9, 181, 1629, 20.111, 0.369, 0.737, 2.99, 601, 1201, 201, 1
9, 172, 1548, 19.111, 0.167, 0.678, 1.28, 258, 1050, 202, 1
9, 353, 3177, 39.222, 0.187, 0.634, 1.45, 594, 2013, 411, 1
9, 144, 1296, 16.0, 0.123, 0.612, 1.33, 160, 793, 120, 1
9, 99, 891, 11.0, 0.21, 0.778, 1.39, 187, 693, 135, 1
2, 537, 1074, 268.5, 0.523, 0.567, 62.44, 562, 609, 9, 2
9, 164, 1476, 18.222, 0.189, 0.65, 1.26, 279, 959, 221, 1
8, 273, 2184, 34.125, 0.215, 0.808, 1.27, 469, 1764, 369, 1
8, 99, 792, 12.375, 0.211, 0.886, 1.48, 167, 702, 113, 1
8, 215, 1720, 26.875, 0.367, 0.746, 2.6, 631, 1283, 243, 1
9, 457, 4113, 50.778, 0.173, 0.63, 1.28, 712, 2590, 555, 1
7, 168, 1176, 24.0, 0.081, 0.369, 1.14, 95, 434, 83, 1
9, 326, 2934, 36.222, 0.171, 0.641, 1.3, 501, 1882, 385, 1
6, 131, 786, 21.833, 0.106, 0.471, 1.38, 83, 370, 60, 1
1, 104, 104, 104.0, 0.192, 1.0, 1.05, 20, 104, 19, 1
54, 1, 54, 0.019, 1.0, 1.0, 54.0, 54, 54, 1, 4
10, 55, 550, 5.5, 0.678, 0.827, 6.32, 373, 455, 59, 1
10, 162, 1620, 16.2, 0.454, 0.573, 5.93, 735, 928, 124, 1
1, 11, 11, 11.0, 1.0, 1.0, 11.0, 11, 11, 1, 2
10, 18, 180, 1.8, 0.55, 0.656, 7.62, 99, 118, 13, 1
11, 185, 2035, 16.818, 0.356, 0.772, 2.94, 724, 1572, 246, 1
13, 342, 4446, 26.308, 0.231, 0.548, 2.15, 1027, 2437, 477, 1
6, 13, 78, 2.167, 0.346, 0.577, 3.38, 27, 45, 8, 1
1, 379, 379, 379.0, 0.963, 1.0, 60.83, 365, 379, 6, 2
10, 50, 500, 5.0, 0.602, 0.746, 5.57, 301, 373, 54, 1
10, 80, 800, 8.0, 0.275, 0.435, 3.93, 220, 348, 56, 1
11, 275, 3025, 25.0, 0.287, 0.637, 2.83, 868, 1928, 307, 1
7, 36, 252, 5.143, 0.567, 0.929, 2.51, 143, 234, 57, 1
1, 15, 15, 15.0, 0.733, 1.0, 3.67, 11, 15, 3, 2
8, 141, 1128, 17.625, 0.447, 0.932, 2.45, 504, 1051, 206, 1
24, 336, 8064, 14.0, 0.898, 0.958, 15.91, 7238, 7729, 455, 1
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, 2
132, 547, 72204, 4.144, 0.37, 0.483, 20.66, 26693, 34874, 1292, 3
1, 32, 32, 32.0, 0.438, 1.0, 2.0, 14, 32, 7, 1
10, 155, 1550, 15.5, 0.314, 0.631, 2.64, 486, 978, 184, 1
1, 39, 39, 39.0, 0.308, 1.0, 1.71, 12, 39, 7, 2
24, 124, 2976, 5.167, 0.902, 0.961, 16.66, 2683, 2859, 161, 1
10, 19, 190, 1.9, 0.568, 0.774, 9.82, 108, 147, 11, 1
15, 419, 6285, 27.933, 0.345, 0.526, 4.5, 2170, 3309, 482, 1
54, 357, 19278, 6.611, 0.324, 0.644, 6.22, 6238, 12422, 1003, 5
9, 83, 747, 9.222, 0.391, 0.795, 3.21, 292, 594, 91, 1
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, 4
17, 106, 1802, 6.235, 0.927, 1.0, 14.53, 1671, 1802, 115, 1
17, 266, 4522, 15.647, 0.921, 1.0, 12.82, 4167, 4522, 325, 1
9, 17, 153, 1.889, 0.627, 0.922, 6.4, 96, 141, 15, 1
1, 193, 193, 193.0, 0.57, 1.0, 2.97, 110, 193, 37, 2
8, 50, 400, 6.25, 0.528, 0.955, 3.01, 211, 382, 70, 1
10, 154, 1540, 15.4, 0.315, 0.639, 2.53, 485, 984, 192, 1
10, 240, 2400, 24.0, 0.383, 0.821, 2.75, 919, 1971, 334, 1
14, 419, 5866, 29.929, 0.373, 0.603, 4.51, 2188, 3535, 485, 1
9, 19, 171, 2.111, 0.62, 0.836, 7.57, 106, 143, 14, 1
14, 319, 4466, 22.786, 0.37, 0.577, 4.54, 1654, 2577, 364, 1
6, 54, 324, 9.0, 0.549, 0.96, 3.36, 178, 311, 53, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
1, 32, 32, 32.0, 0.469, 1.0, 1.88, 15, 32, 8, 2
11, 433, 4763, 39.364, 0.449, 0.706, 4.65, 2137, 3365, 460, 1
14, 420, 5880, 30.0, 0.376, 0.571, 4.92, 2209, 3356, 449, 1
24, 198, 4752, 8.25, 0.911, 0.983, 15.8, 4329, 4670, 274, 1
9, 250, 2250, 27.778, 0.366, 0.768, 2.6, 823, 1727, 317, 1
24, 170, 4080, 7.083, 0.931, 0.999, 17.04, 3799, 4075, 223, 1
10, 19, 190, 1.9, 0.611, 0.874, 8.92, 116, 166, 13, 1
17, 350, 5950, 20.588, 0.363, 0.577, 5.22, 2162, 3433, 414, 1
12, 266, 3192, 22.167, 0.338, 0.667, 2.72, 1079, 2130, 397, 1
16, 181, 2896, 11.313, 0.4, 0.759, 5.1, 1157, 2198, 227, 1
7, 79, 553, 11.286, 0.566, 0.967, 3.56, 313, 535, 88, 1
10, 155, 1550, 15.5, 0.332, 0.687, 2.47, 514, 1065, 208, 1
9, 78, 702, 8.667, 0.464, 0.89, 3.33, 326, 625, 98, 1
11, 70, 770, 6.364, 0.381, 0.639, 3.53, 293, 492, 83, 1
12, 71, 852, 5.917, 0.608, 0.863, 6.4, 518, 735, 81, 1
24, 309, 7416, 12.875, 0.921, 0.984, 17.51, 6828, 7295, 390, 1
16, 337, 5392, 21.063, 0.363, 0.598, 5.19, 1956, 3225, 377, 1
16, 212, 3392, 13.25, 0.376, 0.693, 5.75, 1276, 2349, 222, 1
3, 424, 1272, 141.33, 0.537, 0.557, 136.6, 683, 709, 5, 1
186, 469, 87234, 2.522, 0.378, 0.529, 22.29, 33017, 46133, 1481, 3
9, 155, 1395, 17.222, 0.346, 0.731, 2.44, 483, 1020, 198, 1
23, 137, 3151, 5.957, 0.855, 0.934, 16.64, 2695, 2943, 162, 1
11, 87, 957, 7.909, 0.319, 0.628, 2.65, 305, 601, 115, 1
9, 155, 1395, 17.222, 0.376, 0.722, 2.53, 524, 1007, 207, 1
1, 14, 14, 14.0, 0.5, 1.0, 2.33, 7, 14, 3, 2
15, 154, 2310, 10.267, 0.423, 0.704, 5.84, 976, 1626, 167, 1
12, 216, 2592, 18.0, 0.507, 0.764, 5.3, 1315, 1981, 248, 1
17, 403, 6851, 23.706, 0.349, 0.521, 5.43, 2388, 3568, 440, 1
11, 378, 4158, 34.364, 0.33, 0.684, 2.95, 1371, 2846, 465, 1
9, 150, 1350, 16.667, 0.284, 0.756, 1.76, 384, 1020, 218, 1
8, 13, 104, 1.625, 0.635, 0.788, 8.25, 66, 82, 8, 1
7, 80, 560, 11.429, 0.361, 0.961, 1.63, 202, 538, 124, 1
8, 131, 1048, 16.375, 0.246, 0.796, 1.46, 258, 834, 177, 1
8, 206, 1648, 25.75, 0.236, 0.793, 1.64, 389, 1307, 237, 1
8, 231, 1848, 28.875, 0.228, 0.569, 1.64, 421, 1052, 257, 1
4, 19, 76, 4.75, 0.421, 0.921, 1.78, 32, 70, 18, 1
17, 22, 374, 1.294, 0.425, 0.765, 4.68, 159, 286, 34, 1
7, 135, 945, 19.286, 0.156, 0.753, 1.23, 147, 712, 120, 1
8, 117, 936, 14.625, 0.173, 0.642, 1.3, 162, 601, 125, 1
6, 21, 126, 3.5, 0.198, 0.444, 1.67, 25, 56, 15, 4
4, 31, 124, 7.75, 0.419, 0.944, 1.58, 52, 117, 33, 1
6, 93, 558, 15.5, 0.238, 0.711, 1.71, 133, 397, 78, 1
1, 18, 18, 18.0, 0.389, 1.0, 3.5, 7, 18, 2, 1
10, 323, 3230, 32.3, 0.198, 0.676, 1.38, 641, 2183, 465, 1
8, 298, 2384, 37.25, 0.242, 0.791, 1.5, 576, 1886, 383, 1
10, 319, 3190, 31.9, 0.239, 0.674, 1.67, 764, 2149, 458, 1
6, 96, 576, 16.0, 0.297, 0.811, 2.25, 171, 467, 76, 1
6, 96, 576, 16.0, 0.302, 0.795, 2.2, 174, 458, 79, 1
6, 97, 582, 16.167, 0.266, 0.72, 1.82, 155, 419, 85, 1
10, 303, 3030, 30.3, 0.179, 0.669, 1.32, 543, 2028, 410, 1
4, 69, 276, 17.25, 0.377, 0.96, 1.82, 104, 265, 57, 1
32, 1, 32, 0.031, 1.0, 1.0, 32.0, 32, 32, 1, 4
9, 38, 342, 4.222, 0.377, 0.731, 2.74, 129, 250, 47, 1
9, 160, 1440, 17.778, 0.215, 0.8, 1.58, 310, 1152, 196, 1
8, 120, 960, 15.0, 0.25, 0.748, 1.66, 240, 718, 145, 1
1, 35, 35, 35.0, 0.429, 1.0, 1.07, 15, 35, 14, 1
7, 31, 217, 4.429, 0.336, 0.834, 1.52, 73, 181, 48, 1
1, 63, 63, 63.0, 0.952, 1.0, 20.0, 60, 63, 3, 2
7, 105, 735, 15.0, 0.256, 0.705, 1.69, 188, 518, 111, 1
7, 53, 371, 7.571, 0.089, 0.245, 1.5, 33, 91, 22, 1
9, 75, 675, 8.333, 0.194, 0.698, 1.46, 131, 471, 90, 1
8, 69, 552, 8.625, 0.261, 0.879, 1.47, 144, 485, 98, 1
1, 47, 47, 47.0, 0.34, 1.0, 1.14, 16, 47, 14, 1
6, 39, 234, 6.5, 0.226, 0.705, 1.66, 53, 165, 32, 1
8, 17, 136, 2.125, 0.228, 0.86, 1.48, 31, 117, 21, 1
8, 180, 1440, 22.5, 0.213, 0.794, 1.39, 306, 1143, 220, 1
7, 40, 280, 5.714, 0.25, 0.832, 1.59, 70, 233, 44, 1
7, 96, 672, 13.714, 0.271, 0.688, 1.54, 182, 462, 118, 1
7, 108, 756, 15.429, 0.362, 0.807, 2.11, 274, 610, 130, 1
1, 184, 184, 184.0, 0.967, 1.0, 44.5, 178, 184, 4, 2
3, 550, 1650, 183.33, 0.329, 0.375, 27.15, 543, 619, 20, 2
10, 18, 180, 1.8, 0.289, 0.744, 2.6, 52, 134, 20, 1
11, 22, 242, 2.0, 0.281, 0.669, 1.94, 68, 162, 35, 1
10, 23, 230, 2.3, 0.313, 0.891, 2.4, 72, 205, 30, 1
3, 463, 1389, 154.33, 0.296, 0.382, 13.7, 411, 531, 30, 2
9, 18, 162, 2.0, 0.309, 0.901, 2.63, 50, 146, 19, 1
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, 2
13, 218, 2834, 16.769, 0.216, 0.737, 1.78, 612, 2090, 344, 1
5, 5, 25, 1.0, 0.72, 0.72, 18.0, 18, 18, 1, 1
8, 109, 872, 13.625, 0.271, 0.864, 1.83, 236, 753, 129, 1
9, 311, 2799, 34.556, 0.163, 0.582, 1.34, 456, 1629, 340, 1
2, 52, 104, 26.0, 0.231, 0.529, 1.5, 24, 55, 16, 2
158, 167, 26386, 1.057, 0.16, 0.276, 8.24, 4213, 7279, 511, 5
9, 181, 1629, 20.111, 0.217, 0.661, 1.66, 354, 1077, 213, 1
7, 43, 301, 6.143, 0.219, 0.983, 1.27, 66, 296, 52, 1
11, 48, 528, 4.364, 0.237, 0.39, 7.35, 125, 206, 17, 5
9, 231, 2079, 25.667, 0.196, 0.637, 1.49, 407, 1324, 274, 1
7, 85, 595, 12.143, 0.192, 0.869, 1.3, 114, 517, 88, 1
1, 172, 172, 172.0, 0.465, 1.0, 1.04, 80, 172, 77, 2
7, 95, 665, 13.571, 0.268, 0.929, 1.56, 178, 618, 114, 1
7, 86, 602, 12.286, 0.281, 0.958, 1.55, 169, 577, 109, 1
7, 60, 420, 8.571, 0.286, 0.886, 1.5, 120, 372, 80, 1
8, 90, 720, 11.25, 0.207, 0.738, 1.54, 149, 531, 97, 1
5, 19, 95, 3.8, 0.211, 0.779, 1.33, 20, 74, 15, 1
7, 123, 861, 17.571, 0.139, 0.674, 1.26, 120, 580, 95, 1
5, 89, 445, 17.8, 0.169, 0.717, 1.14, 75, 319, 66, 1
5, 12, 60, 2.4, 0.2, 0.583, 2.0, 12, 35, 6, 1
8, 28, 224, 3.5, 0.438, 0.496, 19.6, 98, 111, 5, 1
10, 10, 100, 1.0, 0.56, 0.91, 4.0, 56, 91, 14, 1
1, 138, 138, 138.0, 1.0, 1.0, 138.0, 138, 138, 1, 2
9, 29, 261, 3.222, 0.31, 0.686, 2.13, 81, 179, 38, 1
2, 25, 50, 12.5, 0.36, 1.0, 4.5, 18, 50, 4, 2
2, 24, 48, 12.0, 0.354, 1.0, 3.4, 17, 48, 5, 2
11, 11, 121, 1.0, 0.43, 0.802, 4.73, 52, 97, 11, 1
1, 159, 159, 159.0, 0.994, 1.0, 158.0, 158, 159, 1, 2
1, 199, 199, 199.0, 0.99, 1.0, 197.0, 197, 199, 1, 2
60, 57, 3420, 0.95, 0.46, 0.831, 3.91, 1574, 2843, 403, 1
11, 156, 1716, 14.182, 0.224, 0.71, 1.52, 385, 1219, 253, 1
11, 12, 132, 1.091, 0.5, 0.818, 4.13, 66, 108, 16, 1
