@relation page-blocks
@attribute Height integer [1,  804]
@attribute Lenght integer [1,  553]
@attribute Area integer [7,  143993]
@attribute Eccen real [0.0070,  537.0]
@attribute P_black real [0.052,  1.0]
@attribute P_and real [0.062,  1.0]
@attribute Mean_tr real [1.0,  4955.0]
@attribute Blackpix integer [1,  33017]
@attribute Blackand integer [7,  46133]
@attribute Wb_trans integer [1,  3212]
@attribute Class {1, 2, 3, 4, 5}
@data
8, 123, 984, 15.375, 0.402, 0.75, 2.71, 396, 738, 146, 1
2, 536, 1072, 268.0, 0.532, 0.558, 30.0, 570, 598, 19, 2
9, 240, 2160, 26.667, 0.179, 0.605, 1.26, 386, 1307, 306, 1
7, 519, 3633, 74.143, 0.073, 0.394, 1.23, 265, 1431, 215, 1
7, 197, 1379, 28.143, 0.072, 0.326, 1.5, 99, 450, 66, 1
8, 214, 1712, 26.75, 0.421, 0.807, 2.9, 720, 1382, 248, 1
9, 103, 927, 11.444, 0.383, 0.825, 2.75, 355, 765, 129, 1
8, 508, 4064, 63.5, 0.092, 0.393, 1.28, 372, 1599, 290, 1
25, 495, 12375, 19.8, 0.464, 0.952, 7.33, 5748, 11777, 784, 1
9, 170, 1530, 18.889, 0.371, 0.766, 2.6, 567, 1172, 218, 1
8, 152, 1216, 19.0, 0.199, 0.677, 1.27, 242, 823, 191, 1
8, 535, 4280, 66.875, 0.164, 0.6, 1.35, 704, 2566, 520, 1
9, 534, 4806, 59.333, 0.14, 0.518, 1.32, 671, 2491, 507, 1
9, 138, 1242, 15.333, 0.155, 0.717, 1.34, 193, 890, 144, 1
2, 537, 1074, 268.5, 0.594, 0.655, 21.27, 638, 703, 30, 2
9, 284, 2556, 31.556, 0.141, 0.601, 1.26, 361, 1537, 286, 1
31, 105, 3255, 3.387, 0.242, 0.456, 4.89, 787, 1485, 161, 5
14, 38, 532, 2.714, 0.227, 0.844, 2.95, 121, 449, 41, 1
9, 102, 918, 11.333, 0.386, 0.895, 2.77, 354, 822, 128, 1
9, 250, 2250, 27.778, 0.347, 0.737, 2.44, 781, 1659, 320, 1
9, 535, 4815, 59.444, 0.163, 0.6, 1.4, 786, 2887, 561, 1
24, 186, 4464, 7.75, 0.505, 0.989, 7.4, 2256, 4413, 305, 1
9, 181, 1629, 20.111, 0.35, 0.773, 2.64, 570, 1260, 216, 1
9, 103, 927, 11.444, 0.357, 0.864, 2.47, 331, 801, 134, 1
8, 186, 1488, 23.25, 0.399, 0.812, 2.53, 593, 1208, 234, 1
1, 63, 63, 63.0, 1.0, 1.0, 63.0, 63, 63, 1, 2
5, 29, 145, 5.8, 0.317, 0.952, 1.39, 46, 138, 33, 1
1, 109, 109, 109.0, 0.183, 1.0, 1.05, 20, 109, 19, 1
10, 86, 860, 8.6, 0.145, 0.637, 1.21, 125, 548, 103, 1
9, 314, 2826, 34.889, 0.156, 0.587, 1.25, 440, 1659, 352, 1
8, 175, 1400, 21.875, 0.156, 0.882, 1.2, 219, 1235, 183, 1
7, 198, 1386, 28.286, 0.055, 0.359, 1.23, 76, 498, 62, 1
14, 57, 798, 4.071, 0.714, 0.94, 11.88, 570, 750, 48, 1
8, 14, 112, 1.75, 0.286, 0.884, 2.67, 32, 99, 12, 1
8, 40, 320, 5.0, 0.281, 0.872, 1.45, 90, 279, 62, 1
7, 13, 91, 1.857, 0.374, 1.0, 1.89, 34, 91, 18, 1
2, 69, 138, 34.5, 0.087, 0.507, 1.2, 12, 70, 10, 1
7, 14, 98, 2.0, 0.316, 0.908, 1.94, 31, 89, 16, 1
4, 98, 392, 24.5, 0.523, 0.98, 2.14, 205, 384, 96, 1
9, 171, 1539, 19.0, 0.121, 0.574, 1.35, 186, 884, 138, 1
1, 60, 60, 60.0, 0.2, 1.0, 1.09, 12, 60, 11, 1
8, 218, 1744, 27.25, 0.144, 0.574, 1.29, 252, 1001, 195, 1
10, 317, 3170, 31.7, 0.124, 0.484, 1.32, 392, 1535, 298, 1
8, 72, 576, 9.0, 0.198, 0.736, 1.25, 114, 424, 91, 1
7, 92, 644, 13.143, 0.143, 0.713, 1.46, 92, 459, 63, 1
9, 363, 3267, 40.333, 0.128, 0.532, 1.28, 417, 1738, 326, 1
14, 57, 798, 4.071, 0.727, 0.951, 11.84, 580, 759, 49, 1
30, 61, 1830, 2.033, 0.157, 0.483, 1.88, 288, 884, 153, 5
4, 99, 396, 24.75, 0.503, 0.942, 2.4, 199, 373, 83, 1
9, 107, 963, 11.889, 0.371, 0.65, 2.59, 357, 626, 138, 1
7, 315, 2205, 45.0, 0.056, 0.248, 1.13, 124, 546, 110, 1
9, 120, 1080, 13.333, 0.176, 0.752, 1.29, 190, 812, 147, 1
8, 510, 4080, 63.75, 0.144, 0.531, 1.32, 586, 2166, 444, 1
10, 511, 5110, 51.1, 0.141, 0.529, 1.3, 721, 2701, 555, 1
9, 163, 1467, 18.111, 0.148, 0.667, 1.28, 217, 978, 170, 1
5, 13, 65, 2.6, 0.262, 0.769, 2.43, 17, 50, 7, 1
5, 98, 490, 19.6, 0.316, 0.704, 1.82, 155, 345, 85, 1
29, 32, 928, 1.103, 0.432, 0.689, 6.27, 401, 639, 64, 3
8, 535, 4280, 66.875, 0.171, 0.697, 1.27, 731, 2984, 575, 1
9, 332, 2988, 36.889, 0.159, 0.712, 1.21, 476, 2128, 393, 1
7, 71, 497, 10.143, 0.231, 0.757, 1.37, 115, 376, 84, 1
7, 69, 483, 9.857, 0.188, 0.754, 1.28, 91, 364, 71, 1
38, 1, 38, 0.026, 1.0, 1.0, 38.0, 38, 38, 1, 4
11, 20, 220, 1.818, 0.223, 0.373, 2.58, 49, 82, 19, 1
1, 413, 413, 413.0, 0.998, 1.0, 412.0, 412, 413, 1, 2
9, 67, 603, 7.444, 0.468, 0.823, 3.76, 282, 496, 75, 1
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
9, 14, 126, 1.556, 0.706, 0.865, 7.42, 89, 109, 12, 1
7, 15, 105, 2.143, 0.705, 0.971, 6.17, 74, 102, 12, 1
13, 67, 871, 5.154, 0.432, 0.517, 6.6, 376, 450, 57, 1
12, 40, 480, 3.333, 0.46, 0.592, 7.62, 221, 284, 29, 1
10, 10, 100, 1.0, 0.56, 0.69, 28.0, 56, 69, 2, 1
12, 331, 3972, 27.583, 0.237, 0.535, 2.19, 942, 2125, 431, 1
12, 257, 3084, 21.417, 0.283, 0.615, 3.0, 872, 1898, 291, 1
2, 16, 32, 8.0, 0.25, 0.531, 2.67, 8, 17, 3, 2
1, 12, 12, 12.0, 0.75, 1.0, 9.0, 9, 12, 1, 2
1, 14, 14, 14.0, 0.643, 1.0, 4.5, 9, 14, 2, 2
9, 83, 747, 9.222, 0.371, 0.727, 3.3, 277, 543, 84, 1
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, 4
11, 90, 990, 8.182, 0.47, 0.718, 4.6, 465, 711, 101, 1
11, 80, 880, 7.273, 0.492, 0.882, 4.98, 433, 776, 87, 1
54, 357, 19278, 6.611, 0.299, 0.655, 6.4, 5766, 12626, 901, 5
9, 82, 738, 9.111, 0.364, 0.839, 2.8, 269, 619, 96, 1
12, 71, 852, 5.917, 0.608, 0.866, 5.95, 518, 738, 87, 1
9, 9, 81, 1.0, 0.519, 0.531, 42.0, 42, 43, 1, 1
8, 126, 1008, 15.75, 0.469, 0.961, 2.87, 473, 969, 165, 1
14, 326, 4564, 23.286, 0.363, 0.589, 4.4, 1657, 2689, 377, 1
14, 269, 3766, 19.214, 0.337, 0.625, 4.61, 1271, 2353, 276, 1
11, 246, 2706, 22.364, 0.349, 0.765, 2.85, 944, 2071, 331, 1
3, 106, 318, 35.333, 0.258, 0.34, 6.31, 82, 108, 13, 2
1, 19, 19, 19.0, 0.632, 1.0, 4.0, 12, 19, 3, 2
17, 203, 3451, 11.941, 0.925, 0.999, 14.19, 3192, 3448, 225, 1
8, 121, 968, 15.125, 0.431, 0.98, 3.11, 417, 949, 134, 1
9, 18, 162, 2.0, 0.605, 0.895, 7.0, 98, 145, 14, 1
10, 17, 170, 1.7, 0.482, 0.759, 6.83, 82, 129, 12, 1
1, 30, 30, 30.0, 0.4, 1.0, 2.4, 12, 30, 5, 2
9, 82, 738, 9.111, 0.352, 0.798, 2.63, 260, 589, 99, 1
24, 166, 3984, 6.917, 0.905, 0.98, 17.08, 3604, 3905, 211, 1
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, 1
12, 272, 3264, 22.667, 0.329, 0.75, 2.74, 1075, 2448, 393, 1
14, 183, 2562, 13.071, 0.39, 0.681, 4.87, 998, 1745, 205, 1
168, 135, 22680, 0.804, 0.82, 0.904, 62.81, 18591, 20513, 296, 3
83, 315, 26145, 3.795, 0.295, 0.594, 9.21, 7725, 15523, 839, 5
11, 185, 2035, 16.818, 0.487, 0.883, 4.5, 991, 1796, 220, 1
11, 118, 1298, 10.727, 0.459, 0.742, 4.81, 596, 963, 124, 1
7, 123, 861, 17.571, 0.419, 0.962, 2.62, 361, 828, 138, 1
8, 272, 2176, 34.0, 0.359, 0.848, 2.7, 781, 1846, 289, 1
3, 3, 9, 1.0, 0.889, 1.0, 8.0, 8, 9, 1, 1
9, 20, 180, 2.222, 0.55, 0.783, 8.25, 99, 141, 12, 1
9, 82, 738, 9.111, 0.312, 0.669, 2.74, 230, 494, 84, 1
174, 471, 81954, 2.707, 0.339, 0.433, 15.84, 27820, 35499, 1756, 3
12, 23, 276, 1.917, 0.576, 0.826, 7.57, 159, 228, 21, 1
26, 184, 4784, 7.077, 0.773, 0.886, 16.88, 3696, 4241, 219, 1
47, 1, 47, 0.021, 1.0, 1.0, 47.0, 47, 47, 1, 4
11, 72, 792, 6.545, 0.665, 0.938, 6.35, 527, 743, 83, 1
16, 1, 16, 0.063, 1.0, 1.0, 16.0, 16, 16, 1, 4
11, 195, 2145, 17.727, 0.358, 0.781, 3.0, 768, 1676, 256, 1
12, 22, 264, 1.833, 0.553, 0.841, 7.68, 146, 222, 19, 1
9, 82, 738, 9.111, 0.337, 0.821, 2.49, 249, 606, 100, 1
23, 198, 4554, 8.609, 0.924, 0.999, 14.93, 4210, 4548, 282, 1
9, 83, 747, 9.222, 0.356, 0.914, 2.77, 266, 683, 96, 1
11, 71, 781, 6.455, 0.666, 0.937, 6.19, 520, 732, 84, 1
15, 294, 4410, 19.6, 0.395, 0.651, 5.28, 1743, 2872, 330, 1
16, 183, 2928, 11.438, 0.413, 0.787, 4.81, 1208, 2305, 251, 1
1, 45, 45, 45.0, 0.244, 1.0, 1.38, 11, 45, 8, 2
16, 410, 6560, 25.625, 0.381, 0.569, 5.55, 2497, 3731, 450, 1
77, 271, 20867, 3.519, 0.478, 0.744, 11.28, 9981, 15523, 885, 1
7, 13, 91, 1.857, 0.67, 0.89, 7.63, 61, 81, 8, 1
11, 63, 693, 5.727, 0.413, 0.804, 3.08, 286, 557, 93, 1
17, 24, 408, 1.412, 0.426, 0.735, 4.7, 174, 300, 37, 1
17, 171, 2907, 10.059, 0.208, 0.422, 2.42, 606, 1226, 250, 1
9, 73, 657, 8.111, 0.298, 0.627, 2.55, 196, 412, 77, 1
5, 51, 255, 10.2, 0.314, 0.831, 1.63, 80, 212, 49, 1
6, 48, 288, 8.0, 0.316, 0.965, 1.57, 91, 278, 58, 1
10, 141, 1410, 14.1, 0.236, 0.645, 2.25, 333, 910, 148, 1
8, 229, 1832, 28.625, 0.168, 0.484, 1.57, 308, 887, 196, 1
5, 58, 290, 11.6, 0.2, 0.745, 1.41, 58, 216, 41, 1
5, 36, 180, 7.2, 0.211, 0.789, 1.52, 38, 142, 25, 1
7, 145, 1015, 20.714, 0.207, 0.658, 1.5, 210, 668, 140, 1
7, 91, 637, 13.0, 0.163, 0.535, 1.46, 104, 341, 71, 1
19, 130, 2470, 6.842, 0.208, 0.65, 1.93, 514, 1606, 267, 1
6, 104, 624, 17.333, 0.234, 0.862, 1.32, 146, 538, 111, 1
7, 111, 777, 15.857, 0.254, 0.883, 1.5, 197, 686, 131, 1
6, 71, 426, 11.833, 0.329, 0.958, 1.57, 140, 408, 89, 1
8, 210, 1680, 26.25, 0.178, 0.483, 1.44, 299, 811, 208, 1
7, 72, 504, 10.286, 0.236, 0.651, 1.7, 119, 328, 70, 1
16, 12, 192, 0.75, 0.526, 0.833, 7.21, 101, 160, 14, 1
117, 1, 117, 0.0090, 1.0, 1.0, 117.0, 117, 117, 1, 4
6, 94, 564, 15.667, 0.188, 0.874, 1.63, 106, 493, 65, 1
5, 93, 465, 18.6, 0.351, 1.0, 1.66, 163, 465, 98, 1
6, 96, 576, 16.0, 0.351, 0.755, 2.43, 202, 435, 83, 1
9, 285, 2565, 31.667, 0.338, 0.765, 2.42, 866, 1961, 358, 1
6, 97, 582, 16.167, 0.235, 0.703, 1.71, 137, 409, 80, 1
6, 94, 564, 15.667, 0.287, 0.713, 2.45, 162, 402, 66, 1
13, 242, 3146, 18.615, 0.231, 0.614, 2.33, 726, 1932, 312, 1
10, 284, 2840, 28.4, 0.202, 0.709, 1.43, 575, 2013, 402, 1
5, 96, 480, 19.2, 0.329, 0.717, 2.14, 158, 344, 74, 1
6, 96, 576, 16.0, 0.293, 0.724, 2.09, 169, 417, 81, 1
4, 96, 384, 24.0, 0.479, 0.878, 2.56, 184, 337, 72, 1
5, 39, 195, 7.8, 0.436, 0.656, 3.54, 85, 128, 24, 1
1, 20, 20, 20.0, 0.75, 1.0, 3.0, 15, 20, 5, 2
9, 151, 1359, 16.778, 0.185, 0.566, 1.39, 251, 769, 181, 1
7, 92, 644, 13.143, 0.292, 0.907, 1.54, 188, 584, 122, 1
9, 127, 1143, 14.111, 0.213, 0.679, 1.58, 243, 776, 154, 1
1, 40, 40, 40.0, 0.4, 1.0, 1.07, 16, 40, 15, 1
7, 8, 56, 1.143, 0.393, 0.75, 2.0, 22, 42, 11, 1
9, 88, 792, 9.778, 0.263, 0.726, 1.59, 208, 575, 131, 1
9, 102, 918, 11.333, 0.166, 0.56, 1.58, 152, 514, 96, 1
6, 21, 126, 3.5, 0.238, 0.738, 1.58, 30, 93, 19, 1
1, 102, 102, 102.0, 0.961, 1.0, 24.5, 98, 102, 4, 2
7, 62, 434, 8.857, 0.272, 0.963, 1.46, 118, 418, 81, 1
5, 56, 280, 11.2, 0.121, 0.471, 1.31, 34, 132, 26, 1
5, 128, 640, 25.6, 0.759, 0.764, 162.0, 486, 489, 3, 2
9, 72, 648, 8.0, 0.255, 0.494, 2.01, 165, 320, 82, 1
16, 90, 1440, 5.625, 0.197, 0.77, 1.39, 283, 1109, 204, 1
7, 158, 1106, 22.571, 0.211, 0.552, 1.6, 233, 610, 146, 1
7, 75, 525, 10.714, 0.263, 0.71, 1.52, 138, 373, 91, 1
8, 54, 432, 6.75, 0.188, 0.78, 1.53, 81, 337, 53, 1
9, 138, 1242, 15.333, 0.271, 0.609, 1.87, 336, 756, 180, 1
6, 104, 624, 17.333, 0.099, 0.258, 2.0, 62, 161, 31, 1
7, 65, 455, 9.286, 0.404, 0.925, 2.07, 184, 421, 89, 1
5, 19, 95, 3.8, 0.316, 0.916, 1.5, 30, 87, 20, 1
7, 14, 98, 2.0, 0.357, 0.939, 1.84, 35, 92, 19, 1
8, 37, 296, 4.625, 0.264, 0.676, 1.86, 78, 200, 42, 1
7, 15, 105, 2.143, 0.181, 0.61, 2.71, 19, 64, 7, 1
36, 186, 6696, 5.167, 0.318, 0.654, 7.28, 2126, 4382, 292, 1
22, 20, 440, 0.909, 0.28, 0.57, 5.35, 123, 251, 23, 1
12, 117, 1404, 9.75, 0.2, 0.714, 1.6, 281, 1002, 176, 1
11, 23, 253, 2.091, 0.265, 0.735, 2.09, 67, 186, 32, 1
2, 325, 650, 162.5, 0.485, 0.537, 28.64, 315, 349, 11, 2
13, 44, 572, 3.385, 0.171, 0.712, 1.61, 98, 407, 61, 1
41, 67, 2747, 1.634, 0.441, 0.529, 33.67, 1212, 1452, 36, 1
38, 342, 12996, 9.0, 0.275, 0.466, 12.99, 3573, 6053, 275, 1
8, 65, 520, 8.125, 0.302, 0.908, 1.74, 157, 472, 90, 1
118, 105, 12390, 0.89, 0.052, 0.105, 3.33, 642, 1296, 193, 5
1, 161, 161, 161.0, 0.41, 1.0, 1.02, 66, 161, 65, 2
8, 309, 2472, 38.625, 0.186, 0.644, 1.41, 459, 1593, 325, 1
9, 268, 2412, 29.778, 0.132, 0.534, 1.24, 319, 1288, 258, 1
5, 8, 40, 1.6, 0.325, 0.9, 1.63, 13, 36, 8, 1
7, 70, 490, 10.0, 0.371, 0.971, 1.9, 182, 476, 96, 1
7, 74, 518, 10.571, 0.16, 0.83, 1.12, 83, 430, 74, 1
20, 19, 380, 0.95, 0.495, 0.713, 12.53, 188, 271, 15, 1
8, 41, 328, 5.125, 0.265, 0.616, 2.35, 87, 202, 37, 1
7, 10, 70, 1.429, 0.3, 0.743, 3.5, 21, 52, 6, 1
25, 153, 3825, 6.12, 0.255, 0.611, 2.08, 977, 2338, 470, 1
18, 342, 6156, 19.0, 0.847, 0.897, 43.48, 5217, 5522, 120, 2
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, 4
11, 137, 1507, 12.455, 0.317, 0.652, 2.7, 478, 982, 177, 1
11, 64, 704, 5.818, 0.395, 0.558, 3.35, 278, 393, 83, 1
11, 147, 1617, 13.364, 0.32, 0.607, 2.2, 518, 982, 235, 1
1, 16, 16, 16.0, 1.0, 1.0, 16.0, 16, 16, 1, 2
