@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.44, 0.35, 0.14, 0.451, 0.171, 0.0705, 0.184, 16
I, 0.375, 0.28, 0.1, 0.2565, 0.1165, 0.0585, 0.0725, 12
I, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, 17
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, 10
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, 10
F, 0.475, 0.35, 0.115, 0.487, 0.194, 0.1455, 0.125, 13
M, 0.515, 0.4, 0.125, 0.955, 0.341, 0.2535, 0.26, 13
M, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, 18
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, 9
M, 0.455, 0.345, 0.15, 0.5795, 0.1685, 0.125, 0.215, 13
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, 8
I, 0.415, 0.31, 0.105, 0.3595, 0.167, 0.083, 0.0915, 6
M, 0.61, 0.47, 0.155, 1.0325, 0.497, 0.2175, 0.2785, 9
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, 11
I, 0.25, 0.18, 0.065, 0.0805, 0.0345, 0.0185, 0.0215, 4
M, 0.64, 0.5, 0.17, 1.4545, 0.642, 0.3575, 0.354, 9
F, 0.665, 0.52, 0.165, 1.6885, 0.7295, 0.407, 0.4265, 11
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, 11
I, 0.47, 0.355, 0.145, 0.4485, 0.156, 0.102, 0.123, 7
I, 0.47, 0.355, 0.115, 0.4155, 0.167, 0.084, 0.139, 7
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, 8
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, 8
F, 0.585, 0.45, 0.145, 0.9835, 0.4845, 0.242, 0.22, 9
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, 10
F, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.401, 0.468, 11
I, 0.36, 0.265, 0.09, 0.2055, 0.096, 0.037, 0.0585, 7
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, 8
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, 8
M, 0.6, 0.475, 0.23, 1.157, 0.522, 0.2235, 0.36, 11
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, 10
M, 0.625, 0.49, 0.165, 1.1835, 0.517, 0.2375, 0.39, 11
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, 12
F, 0.51, 0.375, 0.11, 0.5805, 0.2865, 0.118, 0.148, 7
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, 10
I, 0.27, 0.205, 0.05, 0.084, 0.03, 0.0185, 0.029, 6
I, 0.295, 0.22, 0.085, 0.1285, 0.0585, 0.027, 0.0365, 5
I, 0.37, 0.275, 0.095, 0.257, 0.1015, 0.055, 0.0825, 6
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, 9
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, 9
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, 9
F, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, 10
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, 11
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, 11
I, 0.36, 0.25, 0.115, 0.465, 0.21, 0.1055, 0.128, 7
F, 0.485, 0.365, 0.15, 0.9145, 0.4145, 0.199, 0.273, 7
I, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, 10
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, 9
I, 0.285, 0.205, 0.07, 0.106, 0.039, 0.0285, 0.034, 5
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, 8
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, 9
F, 0.62, 0.5, 0.175, 1.107, 0.4895, 0.24, 0.343, 11
F, 0.675, 0.54, 0.21, 1.593, 0.686, 0.318, 0.45, 11
M, 0.695, 0.58, 0.2, 1.8995, 0.675, 0.478, 0.5295, 13
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, 9
F, 0.61, 0.49, 0.17, 1.137, 0.4605, 0.2825, 0.344, 12
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, 8
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, 10
F, 0.71, 0.555, 0.17, 1.47, 0.5375, 0.38, 0.431, 12
F, 0.46, 0.365, 0.115, 0.4485, 0.165, 0.083, 0.17, 14
F, 0.425, 0.35, 0.1, 0.4425, 0.175, 0.0755, 0.175, 7
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, 8
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, 9
I, 0.37, 0.275, 0.085, 0.2045, 0.096, 0.056, 0.08, 6
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, 9
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, 9
M, 0.655, 0.515, 0.2, 1.373, 0.443, 0.3375, 0.49, 16
F, 0.56, 0.46, 0.18, 0.97, 0.342, 0.196, 0.355, 12
I, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, 11
M, 0.375, 0.28, 0.095, 0.2225, 0.0875, 0.043, 0.08, 10
F, 0.475, 0.4, 0.115, 0.541, 0.186, 0.1025, 0.21, 13
F, 0.54, 0.44, 0.16, 1.0905, 0.391, 0.2295, 0.355, 15
M, 0.55, 0.45, 0.175, 1.0985, 0.3765, 0.215, 0.4, 14
F, 0.465, 0.39, 0.11, 0.6355, 0.1815, 0.157, 0.225, 13
F, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, 9
I, 0.27, 0.205, 0.075, 0.118, 0.059, 0.031, 0.0305, 4
I, 0.58, 0.435, 0.15, 0.8915, 0.363, 0.1925, 0.2515, 6
F, 0.645, 0.525, 0.17, 1.37, 0.6135, 0.283, 0.34, 10
F, 0.67, 0.52, 0.195, 1.8065, 0.758, 0.3735, 0.5055, 11
I, 0.245, 0.175, 0.055, 0.0785, 0.04, 0.018, 0.02, 5
M, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, 10
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, 9
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, 8
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, 10
I, 0.55, 0.445, 0.125, 0.672, 0.288, 0.1365, 0.21, 11
F, 0.575, 0.45, 0.12, 0.9585, 0.447, 0.169, 0.275, 12
F, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, 10
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, 8
M, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, 11
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, 11
F, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, 9
I, 0.58, 0.425, 0.145, 0.83, 0.379, 0.1605, 0.2575, 11
M, 0.63, 0.505, 0.155, 1.105, 0.492, 0.226, 0.325, 11
F, 0.655, 0.5, 0.22, 1.359, 0.642, 0.3255, 0.405, 13
I, 0.39, 0.31, 0.085, 0.344, 0.181, 0.0695, 0.079, 7
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, 10
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, 8
