@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.565, 0.45, 0.115, 0.9085, 0.398, 0.197, 0.29, 17
F, 0.5, 0.405, 0.14, 0.6735, 0.265, 0.124, 0.25, 18
F, 0.62, 0.51, 0.175, 1.1255, 0.4985, 0.227, 0.315, 14
F, 0.495, 0.375, 0.15, 0.597, 0.2615, 0.135, 0.178, 11
F, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, 13
M, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, 11
I, 0.49, 0.385, 0.14, 0.5425, 0.198, 0.127, 0.175, 11
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, 10
I, 0.44, 0.34, 0.125, 0.4895, 0.1735, 0.0875, 0.2, 13
F, 0.49, 0.39, 0.135, 0.59, 0.215, 0.125, 0.1845, 12
F, 0.52, 0.405, 0.145, 0.829, 0.3535, 0.1685, 0.205, 15
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, 10
I, 0.59, 0.465, 0.195, 1.0885, 0.3685, 0.187, 0.375, 17
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, 10
M, 0.545, 0.435, 0.165, 0.9955, 0.3245, 0.2665, 0.325, 19
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, 10
I, 0.43, 0.32, 0.1, 0.3855, 0.192, 0.0745, 0.1, 7
F, 0.595, 0.475, 0.165, 1.148, 0.444, 0.214, 0.37, 10
I, 0.485, 0.37, 0.1, 0.513, 0.219, 0.1075, 0.13, 7
M, 0.52, 0.39, 0.12, 0.6435, 0.2885, 0.157, 0.161, 7
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, 8
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, 10
M, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, 11
I, 0.435, 0.335, 0.11, 0.411, 0.2025, 0.0945, 0.1, 7
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, 9
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, 9
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, 10
F, 0.7, 0.56, 0.175, 1.6605, 0.8605, 0.3275, 0.398, 11
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, 10
M, 0.435, 0.335, 0.11, 0.4385, 0.2075, 0.0715, 0.1315, 7
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, 8
F, 0.565, 0.45, 0.175, 1.2365, 0.5305, 0.2455, 0.308, 10
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, 9
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, 10
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, 9
F, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, 11
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, 9
M, 0.655, 0.525, 0.16, 1.46, 0.686, 0.311, 0.405, 11
F, 0.555, 0.405, 0.12, 0.913, 0.4585, 0.196, 0.2065, 9
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, 9
M, 0.615, 0.475, 0.155, 1.0735, 0.4375, 0.2585, 0.31, 11
I, 0.3, 0.225, 0.075, 0.1345, 0.057, 0.028, 0.044, 5
I, 0.36, 0.265, 0.085, 0.1895, 0.0725, 0.0515, 0.055, 6
I, 0.53, 0.395, 0.125, 0.6235, 0.2975, 0.108, 0.195, 11
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, 9
I, 0.575, 0.44, 0.15, 0.983, 0.486, 0.215, 0.239, 8
M, 0.62, 0.5, 0.18, 1.3915, 0.726, 0.2795, 0.332, 11
M, 0.62, 0.525, 0.155, 1.085, 0.454, 0.1965, 0.35, 10
M, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, 11
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, 10
M, 0.685, 0.535, 0.175, 1.432, 0.637, 0.247, 0.46, 11
I, 0.235, 0.13, 0.075, 0.1585, 0.0685, 0.037, 0.0465, 5
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, 9
I, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, 8
F, 0.65, 0.495, 0.175, 1.227, 0.528, 0.258, 0.37, 11
M, 0.5, 0.385, 0.12, 0.6335, 0.2305, 0.125, 0.235, 14
I, 0.335, 0.25, 0.095, 0.185, 0.0795, 0.0495, 0.055, 8
M, 0.5, 0.42, 0.125, 0.62, 0.255, 0.15, 0.205, 11
M, 0.575, 0.45, 0.16, 0.955, 0.44, 0.1685, 0.27, 16
M, 0.385, 0.3, 0.115, 0.3435, 0.1645, 0.085, 0.1025, 6
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, 10
M, 0.41, 0.335, 0.115, 0.4405, 0.19, 0.085, 0.135, 8
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, 9
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, 10
M, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, 10
I, 0.41, 0.33, 0.105, 0.335, 0.1525, 0.074, 0.11, 7
I, 0.435, 0.355, 0.125, 0.4075, 0.1535, 0.074, 0.165, 9
M, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, 13
I, 0.52, 0.405, 0.14, 0.6765, 0.2865, 0.146, 0.205, 15
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, 8
F, 0.67, 0.535, 0.185, 1.597, 0.6275, 0.35, 0.47, 21
M, 0.52, 0.41, 0.115, 0.77, 0.263, 0.157, 0.26, 11
M, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, 13
I, 0.27, 0.19, 0.06, 0.099, 0.0445, 0.017, 0.03, 5
I, 0.315, 0.23, 0.07, 0.164, 0.0625, 0.04, 0.045, 6
I, 0.385, 0.285, 0.09, 0.248, 0.0935, 0.066, 0.07, 6
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, 9
M, 0.585, 0.455, 0.155, 1.133, 0.5515, 0.223, 0.305, 12
I, 0.33, 0.26, 0.085, 0.1965, 0.0915, 0.0425, 0.055, 7
I, 0.435, 0.325, 0.1, 0.366, 0.174, 0.0725, 0.109, 7
I, 0.52, 0.41, 0.14, 0.5995, 0.242, 0.1375, 0.182, 11
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, 10
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, 8
I, 0.515, 0.395, 0.125, 0.5805, 0.2365, 0.1075, 0.19, 9
F, 0.575, 0.48, 0.17, 1.1, 0.506, 0.2485, 0.31, 10
M, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, 12
F, 0.71, 0.545, 0.175, 1.907, 0.8725, 0.4565, 0.475, 11
I, 0.42, 0.305, 0.1, 0.3415, 0.1645, 0.0775, 0.086, 7
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, 9
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, 8
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, 9
I, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, 9
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, 10
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, 10
F, 0.595, 0.455, 0.14, 0.914, 0.3895, 0.2225, 0.271, 9
M, 0.655, 0.525, 0.18, 1.402, 0.624, 0.2935, 0.365, 13
