@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.64, 0.505, 0.19, 1.2355, 0.4435, 0.3105, 0.365, 14
M, 0.64, 0.525, 0.2, 1.3765, 0.44, 0.3075, 0.47, 16
M, 0.57, 0.455, 0.15, 0.96, 0.387, 0.2385, 0.275, 11
M, 0.635, 0.48, 0.19, 1.467, 0.5825, 0.303, 0.42, 15
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, 9
I, 0.43, 0.35, 0.105, 0.366, 0.1705, 0.0855, 0.11, 6
F, 0.595, 0.465, 0.145, 1.107, 0.402, 0.2415, 0.31, 12
M, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, 17
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, 12
M, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, 11
M, 0.53, 0.405, 0.13, 0.738, 0.2845, 0.17, 0.193, 9
F, 0.66, 0.525, 0.19, 1.67, 0.6525, 0.4875, 0.49, 11
F, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, 13
M, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, 10
I, 0.55, 0.415, 0.135, 0.8095, 0.2985, 0.2015, 0.28, 12
I, 0.635, 0.48, 0.2, 1.3655, 0.6255, 0.2595, 0.425, 16
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, 10
F, 0.51, 0.34, 0.18, 0.7005, 0.312, 0.165, 0.2, 11
I, 0.495, 0.38, 0.145, 0.515, 0.175, 0.098, 0.212, 13
F, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, 12
I, 0.445, 0.345, 0.13, 0.4075, 0.1365, 0.0645, 0.18, 11
I, 0.61, 0.48, 0.165, 1.097, 0.4215, 0.264, 0.335, 13
M, 0.54, 0.405, 0.155, 0.9715, 0.3225, 0.194, 0.29, 19
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, 10
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, 8
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, 10
I, 0.34, 0.25, 0.075, 0.1765, 0.0785, 0.0405, 0.05, 7
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, 8
I, 0.43, 0.335, 0.105, 0.378, 0.188, 0.0785, 0.09, 6
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, 8
F, 0.525, 0.44, 0.125, 0.7115, 0.3205, 0.159, 0.1915, 7
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, 8
F, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, 9
I, 0.4, 0.31, 0.115, 0.314, 0.1545, 0.0595, 0.087, 6
I, 0.4, 0.315, 0.09, 0.33, 0.151, 0.068, 0.08, 6
I, 0.46, 0.34, 0.09, 0.384, 0.1795, 0.068, 0.11, 8
F, 0.495, 0.37, 0.12, 0.594, 0.28, 0.11, 0.1375, 7
F, 0.575, 0.475, 0.16, 0.895, 0.3605, 0.221, 0.271, 9
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, 9
F, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, 9
I, 0.42, 0.325, 0.11, 0.325, 0.1245, 0.0755, 0.1025, 7
F, 0.59, 0.465, 0.17, 1.0425, 0.4635, 0.24, 0.27, 10
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, 8
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, 10
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, 10
I, 0.63, 0.49, 0.17, 1.217, 0.5515, 0.212, 0.31, 11
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, 9
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, 11
I, 0.5, 0.395, 0.145, 0.7865, 0.332, 0.1815, 0.2455, 8
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, 10
I, 0.4, 0.315, 0.1, 0.3225, 0.143, 0.0735, 0.091, 6
I, 0.43, 0.33, 0.095, 0.32, 0.118, 0.065, 0.123, 7
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, 9
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, 9
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, 11
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, 9
F, 0.655, 0.52, 0.175, 1.472, 0.6275, 0.27, 0.45, 13
M, 0.675, 0.54, 0.175, 1.5545, 0.6645, 0.278, 0.512, 12
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, 10
M, 0.68, 0.52, 0.175, 1.543, 0.7525, 0.351, 0.374, 11
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, 9
F, 0.655, 0.5, 0.18, 1.4155, 0.508, 0.314, 0.445, 18
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, 9
M, 0.545, 0.44, 0.165, 0.744, 0.2875, 0.204, 0.25, 15
F, 0.45, 0.36, 0.11, 0.447, 0.203, 0.082, 0.13, 12
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, 10
I, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, 11
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, 10
F, 0.65, 0.515, 0.215, 1.498, 0.564, 0.323, 0.425, 16
I, 0.235, 0.18, 0.06, 0.058, 0.022, 0.0145, 0.018, 6
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, 11
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, 10
I, 0.295, 0.22, 0.07, 0.1365, 0.0575, 0.0295, 0.035, 6
I, 0.4, 0.295, 0.095, 0.252, 0.1105, 0.0575, 0.066, 6
F, 0.525, 0.41, 0.115, 0.7745, 0.416, 0.163, 0.18, 7
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, 10
I, 0.455, 0.35, 0.135, 0.5365, 0.2855, 0.0855, 0.1325, 7
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.246, 0.265, 8
F, 0.68, 0.55, 0.175, 1.473, 0.713, 0.282, 0.4295, 11
M, 0.6, 0.46, 0.155, 0.6655, 0.285, 0.149, 0.269, 11
F, 0.69, 0.535, 0.185, 1.826, 0.797, 0.409, 0.499, 11
F, 0.63, 0.515, 0.16, 1.336, 0.553, 0.3205, 0.35, 11
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, 8
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, 9
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, 9
M, 0.67, 0.525, 0.18, 1.4915, 0.728, 0.343, 0.381, 9
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, 11
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, 9
I, 0.48, 0.35, 0.1, 0.519, 0.2365, 0.1275, 0.126, 7
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, 8
I, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, 8
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, 10
M, 0.475, 0.37, 0.11, 0.4895, 0.2185, 0.107, 0.146, 8
F, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, 11
M, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, 10
