@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, 10
I, 0.395, 0.3, 0.12, 0.2995, 0.1265, 0.068, 0.0895, 8
M, 0.51, 0.415, 0.145, 0.751, 0.3295, 0.1835, 0.203, 8
F, 0.55, 0.425, 0.14, 0.952, 0.4895, 0.1945, 0.2185, 7
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, 9
F, 0.335, 0.22, 0.07, 0.17, 0.076, 0.0365, 0.05, 6
F, 0.505, 0.405, 0.18, 0.606, 0.239, 0.1235, 0.18, 11
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, 8
F, 0.37, 0.295, 0.1, 0.2685, 0.1165, 0.056, 0.0835, 7
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, 10
F, 0.67, 0.545, 0.175, 1.707, 0.6995, 0.387, 0.575, 13
F, 0.59, 0.415, 0.15, 0.8805, 0.3645, 0.234, 0.235, 11
I, 0.48, 0.38, 0.125, 0.523, 0.2105, 0.1045, 0.175, 15
M, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, 18
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, 10
F, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, 13
F, 0.465, 0.39, 0.14, 0.5555, 0.213, 0.1075, 0.215, 15
M, 0.575, 0.455, 0.185, 1.156, 0.5525, 0.243, 0.295, 13
F, 0.615, 0.5, 0.205, 1.1055, 0.4445, 0.227, 0.39, 16
F, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, 12
M, 0.165, 0.125, 0.04, 0.0245, 0.0095, 0.0045, 0.0080, 4
I, 0.575, 0.475, 0.17, 0.967, 0.3775, 0.284, 0.275, 13
F, 0.45, 0.35, 0.125, 0.4435, 0.185, 0.09, 0.145, 11
F, 0.455, 0.365, 0.11, 0.385, 0.166, 0.046, 0.1345, 13
I, 0.47, 0.4, 0.16, 0.51, 0.1615, 0.073, 0.198, 14
M, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, 11
I, 0.61, 0.46, 0.17, 1.278, 0.41, 0.257, 0.37, 17
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, 10
I, 0.255, 0.19, 0.07, 0.0815, 0.028, 0.016, 0.031, 5
F, 0.305, 0.225, 0.07, 0.1485, 0.0585, 0.0335, 0.045, 7
M, 0.545, 0.42, 0.125, 0.9745, 0.353, 0.174, 0.305, 13
I, 0.35, 0.28, 0.075, 0.196, 0.082, 0.04, 0.064, 8
F, 0.49, 0.37, 0.105, 0.5265, 0.249, 0.1005, 0.148, 7
M, 0.56, 0.45, 0.14, 0.9, 0.472, 0.182, 0.218, 7
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, 10
F, 0.61, 0.48, 0.16, 1.234, 0.598, 0.238, 0.315, 12
I, 0.485, 0.37, 0.115, 0.637, 0.38, 0.1335, 0.128, 7
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, 8
M, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, 8
F, 0.615, 0.49, 0.19, 1.1345, 0.4695, 0.257, 0.348, 11
M, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, 10
F, 0.64, 0.475, 0.175, 1.1545, 0.4865, 0.341, 0.288, 9
F, 0.655, 0.54, 0.175, 1.5585, 0.7285, 0.402, 0.385, 11
M, 0.71, 0.57, 0.195, 1.348, 0.8985, 0.4435, 0.4535, 11
I, 0.38, 0.285, 0.09, 0.2305, 0.1005, 0.039, 0.0775, 7
I, 0.43, 0.325, 0.105, 0.309, 0.119, 0.08, 0.098, 6
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, 8
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, 9
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, 10
M, 0.66, 0.515, 0.2, 1.6465, 0.749, 0.422, 0.401, 11
M, 0.685, 0.53, 0.17, 1.56, 0.647, 0.383, 0.465, 11
M, 0.63, 0.515, 0.17, 1.385, 0.6355, 0.2955, 0.38, 11
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, 8
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, 10
I, 0.445, 0.345, 0.12, 0.4035, 0.169, 0.0825, 0.13, 7
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, 8
M, 0.605, 0.49, 0.165, 1.1245, 0.492, 0.222, 0.3555, 11
I, 0.62, 0.47, 0.155, 0.966, 0.447, 0.171, 0.284, 11
M, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, 13
M, 0.71, 0.555, 0.175, 2.14, 1.2455, 0.3725, 0.434, 11
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, 9
F, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, 12
I, 0.36, 0.265, 0.085, 0.1865, 0.0675, 0.037, 0.0615, 7
I, 0.45, 0.335, 0.115, 0.3935, 0.195, 0.071, 0.11, 7
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, 8
I, 0.515, 0.39, 0.12, 0.565, 0.235, 0.135, 0.179, 9
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, 9
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, 9
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, 10
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, 10
I, 0.32, 0.23, 0.06, 0.129, 0.0615, 0.0275, 0.0355, 7
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, 8
F, 0.52, 0.375, 0.135, 0.5375, 0.221, 0.117, 0.17, 8
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, 9
M, 0.62, 0.46, 0.17, 1.127, 0.535, 0.2635, 0.296, 7
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, 10
I, 0.54, 0.4, 0.145, 0.757, 0.315, 0.181, 0.215, 11
F, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, 18
F, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, 11
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, 8
M, 0.485, 0.385, 0.105, 0.556, 0.296, 0.104, 0.133, 7
M, 0.495, 0.375, 0.115, 0.6245, 0.282, 0.143, 0.155, 6
F, 0.585, 0.45, 0.125, 0.874, 0.3545, 0.2075, 0.225, 6
F, 0.655, 0.545, 0.185, 1.759, 0.6865, 0.313, 0.547, 11
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, 9
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, 9
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, 8
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, 10
M, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, 9
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, 8
M, 0.625, 0.48, 0.16, 1.2415, 0.6575, 0.2625, 0.2785, 9
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, 11
I, 0.33, 0.23, 0.08, 0.14, 0.0565, 0.0365, 0.046, 7
I, 0.43, 0.315, 0.115, 0.384, 0.1885, 0.0715, 0.11, 8
