@relation german

@attribute DurationMonth numeric
@attribute CreditHistory {A34,A32,A33,A30,A31}
@attribute CreditAmount numeric
@attribute Age numeric
@attribute InstallmentPlans {A143,A141,A142}
@attribute NCredits numeric
@attribute Telephone {A192,A191}
@attribute Customer {1,2}

@data
12,A31,697,46,A141,2,A192,2
36,A32,3349,28,A143,1,A192,2
48,A34,6143,58,A142,2,A191,2
18,A32,4153,42,A143,1,A191,2
48,A30,14421,25,A143,1,A192,2
60,A31,14782,60,A141,2,A192,2
54,A30,15945,58,A143,1,A192,2
12,A32,1223,46,A143,2,A191,2
18,A33,1808,22,A143,1,A191,2
12,A32,674,20,A143,1,A191,2
12,A32,1386,26,A143,1,A191,2
24,A32,947,38,A141,1,A191,2
12,A32,1123,29,A143,1,A191,2
24,A32,3123,27,A143,1,A191,2
10,A32,1240,48,A143,1,A191,2
12,A30,6199,28,A143,2,A192,2
15,A34,1271,39,A143,2,A192,2
36,A33,4463,26,A143,2,A192,2
24,A32,1246,23,A142,1,A191,2
15,A31,1264,25,A143,1,A191,2
24,A32,4113,28,A143,1,A191,2
30,A33,1919,30,A142,2,A191,2
36,A32,9271,24,A143,1,A192,2
48,A32,5951,22,A143,1,A191,2
6,A34,3384,44,A143,1,A192,2
12,A34,4843,43,A143,2,A192,2
18,A32,1943,23,A143,1,A191,2
48,A32,6560,24,A143,1,A191,2
36,A33,4455,30,A142,2,A192,2
24,A33,2538,47,A143,2,A191,2
27,A30,8318,42,A143,2,A192,2
18,A32,1924,27,A143,1,A191,2
48,A32,10297,39,A142,3,A192,2
12,A32,2762,25,A141,1,A192,2
12,A30,1108,28,A143,2,A191,2
12,A32,1922,37,A143,1,A191,2
30,A33,1908,66,A143,1,A192,2
18,A32,12976,38,A143,1,A192,2
36,A33,7980,27,A143,2,A192,2
45,A32,3031,21,A143,1,A191,2
15,A32,1275,24,A143,1,A191,2
9,A32,1366,22,A143,1,A191,2
21,A34,12680,30,A143,1,A192,2
36,A32,1842,34,A143,1,A192,2
18,A32,1533,43,A143,1,A191,2
36,A34,8065,25,A143,2,A192,2
36,A33,2145,24,A143,2,A192,2
9,A34,1136,32,A143,2,A191,2
42,A33,4370,26,A141,2,A192,2
60,A32,6288,42,A143,1,A191,2
12,A32,795,53,A143,1,A191,2
12,A34,2292,42,A142,2,A192,2
12,A32,6468,52,A143,1,A192,2
48,A34,11590,24,A141,2,A191,2
30,A32,2150,24,A141,1,A191,2
12,A32,900,23,A143,1,A191,2
36,A32,2302,31,A143,1,A191,2
18,A32,1882,25,A141,2,A191,2
24,A33,1024,48,A142,1,A191,2
18,A34,2124,24,A143,2,A191,2
18,A33,2169,28,A143,1,A192,2
18,A30,3114,26,A143,1,A191,2
18,A30,2278,28,A143,2,A191,2
36,A32,5179,29,A143,1,A191,2
21,A32,1188,39,A143,1,A191,2
21,A34,2319,33,A143,1,A191,2
18,A34,1928,31,A143,2,A191,2
27,A32,2570,21,A143,1,A191,2
18,A34,1530,32,A141,2,A191,2
12,A31,609,26,A143,1,A191,2
12,A32,759,26,A143,1,A191,2
12,A34,939,28,A143,3,A192,2
24,A32,1442,23,A143,2,A191,2
48,A31,7685,37,A143,1,A191,2
36,A34,9629,24,A143,2,A192,2
60,A33,6836,63,A143,2,A192,2
12,A32,766,66,A143,1,A191,2
12,A32,7865,53,A143,1,A192,2
18,A32,1131,33,A143,1,A191,2
24,A32,3345,39,A143,1,A192,2
36,A33,2225,57,A141,2,A192,2
18,A32,1042,33,A143,1,A191,2
21,A31,1647,40,A143,2,A191,2
36,A30,1953,61,A143,1,A192,2
10,A32,1309,27,A143,1,A191,2
15,A32,3959,29,A143,1,A192,2
24,A34,1199,60,A143,2,A191,2
6,A32,448,23,A143,1,A191,2
24,A32,4591,54,A143,3,A192,2
36,A32,12389,37,A143,1,A192,2
24,A30,4110,23,A141,2,A191,2
48,A30,18424,32,A141,1,A192,2
18,A32,1345,26,A141,1,A191,2
24,A32,915,29,A141,1,A191,2
9,A32,1670,22,A143,1,A192,2
12,A31,626,24,A141,1,A191,2
21,A33,3414,26,A143,2,A191,2
40,A34,5998,27,A141,1,A192,2
24,A34,1344,37,A141,2,A191,2
30,A34,5234,28,A143,2,A191,2
9,A32,1980,19,A143,2,A191,2
12,A34,2246,60,A143,2,A191,2
27,A32,3915,36,A143,1,A192,2
18,A32,2462,22,A143,1,A191,2
12,A32,1484,25,A143,1,A192,2
12,A32,836,23,A141,1,A191,2
60,A32,14027,27,A143,1,A192,2
24,A33,1659,29,A143,1,A192,2
12,A32,1534,23,A143,1,A191,2
18,A32,750,27,A143,1,A191,2
6,A31,433,24,A141,1,A191,2
12,A32,1372,36,A143,1,A191,2
12,A32,902,21,A143,1,A191,2
36,A32,8229,26,A143,1,A191,2
18,A34,1190,55,A143,3,A191,2
24,A30,4241,36,A143,3,A192,2
18,A32,2864,34,A143,1,A191,2
45,A34,4746,25,A143,2,A191,2
36,A32,1977,40,A143,1,A192,2
30,A32,2406,23,A143,1,A191,2
18,A34,1245,33,A143,1,A191,2
6,A31,931,32,A142,1,A191,2
18,A34,3966,33,A141,3,A192,2
36,A33,6887,29,A142,1,A192,2
15,A33,1512,61,A142,2,A191,2
48,A32,4844,33,A141,1,A192,2
24,A32,1987,21,A143,1,A191,2
12,A33,1555,55,A143,2,A191,2
18,A33,4297,40,A143,1,A192,2
24,A32,1381,35,A143,1,A191,2
24,A33,1333,43,A143,2,A191,2
24,A32,1355,25,A143,1,A192,2
36,A32,10974,26,A143,2,A192,2
9,A30,1337,34,A143,2,A192,2
18,A32,1217,47,A143,1,A192,2
12,A34,3499,29,A143,2,A191,2
21,A32,2767,61,A141,2,A191,2
21,A33,2580,41,A141,1,A191,2
36,A32,4210,26,A143,1,A191,2
36,A31,2746,31,A141,1,A191,2
20,A34,2235,33,A141,2,A191,2
48,A32,6999,34,A143,2,A192,2
36,A32,2671,50,A143,1,A191,2
24,A32,1938,32,A143,1,A191,2
24,A31,3161,31,A143,1,A192,2
48,A34,6331,46,A143,2,A192,2
36,A32,8335,47,A143,1,A191,2
6,A32,14555,23,A143,1,A192,2
24,A32,1823,30,A142,1,A191,2
48,A32,3931,46,A143,1,A191,2
9,A32,918,30,A143,1,A191,2
15,A32,802,37,A143,1,A191,2
8,A32,1237,24,A143,1,A191,2
24,A32,3092,22,A143,1,A192,2
12,A32,1282,20,A143,1,A191,2
24,A32,1207,24,A143,1,A191,2
18,A34,884,36,A141,1,A192,2
24,A32,11560,23,A143,2,A191,2
24,A32,1285,32,A143,1,A191,2
48,A32,4308,24,A143,1,A191,2
36,A32,9398,28,A143,1,A192,2
24,A33,4870,53,A143,2,A191,2
15,A32,4623,40,A143,1,A192,2
12,A32,1274,37,A143,1,A191,2
36,A34,7127,23,A143,2,A192,2
24,A32,2359,33,A143,1,A191,2
10,A32,2210,25,A141,1,A191,2
27,A34,2520,23,A143,2,A191,2
18,A32,976,23,A143,1,A191,2
24,A31,3552,27,A141,1,A191,2
14,A32,8978,45,A143,1,A192,2
45,A30,11816,29,A143,2,A191,2
18,A32,2473,25,A143,1,A191,2
12,A32,741,22,A143,1,A191,2
18,A31,1553,44,A141,1,A191,2
60,A32,7408,24,A143,1,A191,2
9,A32,745,28,A143,1,A191,2
24,A32,11328,29,A141,2,A192,2
12,A32,719,41,A141,1,A191,2
9,A31,5129,74,A141,1,A192,2
48,A30,4605,24,A143,2,A191,2
36,A33,9572,28,A143,2,A191,2
18,A32,6761,68,A143,2,A191,2
18,A34,1864,30,A143,2,A191,2
24,A32,2439,35,A143,1,A192,2
36,A32,3446,42,A143,1,A191,2
15,A32,2327,25,A143,1,A191,2
18,A32,3190,24,A143,1,A191,2
24,A32,1282,32,A143,1,A191,2
21,A30,5003,29,A141,2,A192,2
36,A34,2820,27,A143,2,A191,2
15,A30,950,33,A143,2,A191,2
24,A34,1216,38,A141,2,A191,2
24,A32,4817,31,A143,1,A192,2
18,A34,2775,31,A141,2,A191,2
9,A32,1478,22,A143,1,A191,2
42,A32,7174,30,A143,1,A192,2
48,A33,6224,50,A143,1,A191,2
12,A32,639,30,A143,1,A191,2
30,A32,3441,21,A143,1,A191,2
36,A33,8086,42,A143,4,A192,2
48,A32,15672,23,A143,1,A192,2
18,A32,433,22,A143,1,A191,2
30,A31,7485,53,A141,1,A192,2
39,A34,4933,25,A143,2,A191,2
24,A32,3621,31,A143,2,A191,2
24,A31,1837,34,A141,1,A191,2
24,A32,5943,44,A143,2,A192,2
24,A32,2397,35,A141,2,A192,2
18,A32,2100,37,A142,1,A191,2
