@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
I, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, 13
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, 8
F, 0.58, 0.44, 0.175, 1.073, 0.4005, 0.2345, 0.335, 19
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, 9
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, 10
M, 0.28, 0.21, 0.065, 0.0905, 0.035, 0.02, 0.03, 5
I, 0.31, 0.235, 0.09, 0.127, 0.048, 0.031, 0.04, 6
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, 10
M, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, 13
I, 0.35, 0.265, 0.08, 0.192, 0.081, 0.0465, 0.053, 6
I, 0.395, 0.31, 0.095, 0.313, 0.131, 0.072, 0.093, 7
M, 0.74, 0.605, 0.2, 2.4925, 1.1455, 0.575, 0.5235, 13
F, 0.465, 0.355, 0.115, 0.4705, 0.1955, 0.118, 0.126, 7
F, 0.555, 0.42, 0.11, 0.931, 0.4445, 0.171, 0.225, 8
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, 9
F, 0.625, 0.495, 0.16, 1.1115, 0.4495, 0.2825, 0.345, 11
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, 10
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, 10
I, 0.4, 0.3, 0.11, 0.2985, 0.1375, 0.071, 0.075, 6
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, 8
I, 0.52, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, 8
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, 12
F, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, 11
I, 0.215, 0.15, 0.055, 0.041, 0.015, 0.0090, 0.0125, 3
I, 0.335, 0.26, 0.085, 0.192, 0.097, 0.03, 0.054, 6
I, 0.35, 0.26, 0.09, 0.1765, 0.072, 0.0355, 0.0575, 7
I, 0.365, 0.275, 0.09, 0.2345, 0.108, 0.051, 0.0625, 7
I, 0.5, 0.365, 0.125, 0.528, 0.229, 0.103, 0.1645, 9
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, 9
F, 0.6, 0.475, 0.17, 1.088, 0.4905, 0.2475, 0.31, 10
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, 8
F, 0.64, 0.5, 0.17, 1.12, 0.4955, 0.2645, 0.32, 12
M, 0.66, 0.53, 0.175, 1.583, 0.7395, 0.3505, 0.405, 10
I, 0.285, 0.225, 0.07, 0.1005, 0.0425, 0.0185, 0.035, 7
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, 8
I, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, 9
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, 9
M, 0.535, 0.405, 0.14, 0.7315, 0.336, 0.156, 0.19, 7
I, 0.55, 0.415, 0.15, 0.7915, 0.3535, 0.176, 0.236, 10
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, 10
F, 0.625, 0.485, 0.135, 1.3025, 0.61, 0.2675, 0.3605, 14
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, 10
M, 0.65, 0.525, 0.19, 1.3685, 0.5975, 0.296, 0.4, 11
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, 10
F, 0.725, 0.56, 0.185, 1.792, 0.873, 0.367, 0.435, 11
F, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, 7
M, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, 9
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, 9
F, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, 13
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, 8
I, 0.52, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, 10
I, 0.535, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, 9
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, 10
I, 0.565, 0.43, 0.125, 0.6545, 0.2815, 0.139, 0.21, 9
F, 0.65, 0.505, 0.175, 1.2075, 0.5105, 0.262, 0.39, 10
F, 0.665, 0.525, 0.18, 1.5785, 0.678, 0.229, 0.456, 14
I, 0.305, 0.23, 0.075, 0.1455, 0.0595, 0.0305, 0.05, 6
I, 0.525, 0.4, 0.125, 0.5655, 0.2435, 0.119, 0.175, 8
I, 0.17, 0.105, 0.035, 0.034, 0.012, 0.0085, 0.0050, 4
F, 0.375, 0.295, 0.11, 0.3005, 0.1255, 0.0575, 0.1035, 7
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, 12
F, 0.485, 0.4, 0.155, 0.731, 0.236, 0.183, 0.255, 11
I, 0.33, 0.25, 0.075, 0.1405, 0.056, 0.035, 0.05, 5
F, 0.5, 0.4, 0.15, 0.8085, 0.273, 0.112, 0.295, 13
M, 0.76, 0.575, 0.19, 1.829, 0.7035, 0.386, 0.56, 14
F, 0.615, 0.5, 0.165, 1.1765, 0.488, 0.244, 0.345, 17
F, 0.565, 0.46, 0.15, 0.8765, 0.3455, 0.1925, 0.275, 10
M, 0.445, 0.345, 0.14, 0.476, 0.2055, 0.1015, 0.1085, 15
M, 0.395, 0.28, 0.08, 0.266, 0.0995, 0.066, 0.09, 12
F, 0.5, 0.4, 0.165, 0.7105, 0.27, 0.1455, 0.225, 20
I, 0.58, 0.42, 0.16, 0.728, 0.2725, 0.19, 0.19, 14
F, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, 13
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, 13
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, 9
F, 0.515, 0.395, 0.14, 0.686, 0.281, 0.1255, 0.22, 12
I, 0.375, 0.29, 0.095, 0.2875, 0.123, 0.0605, 0.08, 6
I, 0.475, 0.35, 0.12, 0.4905, 0.2035, 0.13, 0.135, 7
I, 0.375, 0.28, 0.08, 0.2235, 0.115, 0.043, 0.055, 6
F, 0.555, 0.43, 0.14, 0.7545, 0.3525, 0.1835, 0.2015, 9
F, 0.585, 0.46, 0.15, 1.0035, 0.503, 0.2105, 0.2515, 11
M, 0.625, 0.48, 0.175, 1.065, 0.4865, 0.259, 0.285, 10
M, 0.72, 0.545, 0.195, 1.7475, 0.8215, 0.383, 0.4705, 11
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, 10
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, 11
M, 0.625, 0.495, 0.155, 1.025, 0.46, 0.1945, 0.34, 9
F, 0.645, 0.5, 0.15, 1.159, 0.4675, 0.3355, 0.31, 9
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, 8
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, 10
M, 0.48, 0.365, 0.13, 0.5305, 0.2405, 0.127, 0.139, 8
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, 9
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, 10
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, 8
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, 10
I, 0.44, 0.35, 0.11, 0.3805, 0.1575, 0.0895, 0.115, 6
I, 0.39, 0.29, 0.1, 0.2845, 0.1255, 0.0635, 0.081, 7
I, 0.405, 0.3, 0.085, 0.3035, 0.15, 0.0505, 0.088, 7
