@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
I, 0.2, 0.145, 0.025, 0.0345, 0.011, 0.0075, 0.01, 5
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, 10
I, 0.43, 0.34, 0.125, 0.384, 0.1375, 0.061, 0.146, 14
M, 0.565, 0.45, 0.14, 1.0055, 0.3785, 0.244, 0.265, 12
M, 0.5, 0.4, 0.145, 0.6025, 0.216, 0.138, 0.21, 11
F, 0.45, 0.35, 0.135, 0.56, 0.231, 0.137, 0.145, 13
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, 12
M, 0.64, 0.505, 0.165, 1.4435, 0.6145, 0.3035, 0.39, 18
F, 0.495, 0.385, 0.135, 0.6625, 0.3005, 0.1635, 0.185, 11
F, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, 13
M, 0.55, 0.46, 0.13, 0.7085, 0.305, 0.1455, 0.205, 12
I, 0.45, 0.355, 0.115, 0.4385, 0.184, 0.108, 0.1125, 11
F, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, 12
F, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, 12
I, 0.295, 0.21, 0.08, 0.1, 0.038, 0.026, 0.031, 8
M, 0.495, 0.4, 0.12, 0.6605, 0.2605, 0.161, 0.19, 15
M, 0.565, 0.465, 0.15, 1.1285, 0.377, 0.3525, 0.33, 16
I, 0.28, 0.21, 0.065, 0.111, 0.0425, 0.0285, 0.03, 6
I, 0.375, 0.285, 0.09, 0.257, 0.1045, 0.062, 0.075, 7
I, 0.38, 0.275, 0.095, 0.2505, 0.0945, 0.0655, 0.075, 6
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, 8
F, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, 8
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, 10
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, 10
I, 0.165, 0.12, 0.05, 0.021, 0.0075, 0.0045, 0.014, 3
I, 0.355, 0.265, 0.085, 0.2435, 0.122, 0.0525, 0.06, 6
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, 8
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, 10
I, 0.32, 0.24, 0.085, 0.131, 0.0615, 0.0265, 0.038, 6
I, 0.36, 0.265, 0.075, 0.1785, 0.0785, 0.035, 0.054, 6
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, 8
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, 8
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, 8
I, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, 8
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, 10
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, 9
I, 0.58, 0.47, 0.15, 0.907, 0.444, 0.1855, 0.2445, 11
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, 9
I, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, 11
M, 0.65, 0.515, 0.18, 1.463, 0.658, 0.3135, 0.4115, 11
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, 8
I, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, 8
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, 8
I, 0.475, 0.365, 0.105, 0.4175, 0.1645, 0.099, 0.127, 7
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, 10
F, 0.585, 0.42, 0.155, 1.034, 0.437, 0.2225, 0.32, 11
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, 9
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, 12
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, 10
M, 0.615, 0.47, 0.175, 1.242, 0.5675, 0.287, 0.317, 11
M, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, 11
M, 0.65, 0.51, 0.175, 1.155, 0.4955, 0.2025, 0.385, 12
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, 10
F, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, 11
I, 0.35, 0.25, 0.1, 0.4015, 0.1725, 0.063, 0.1255, 7
I, 0.38, 0.28, 0.095, 0.2885, 0.165, 0.0435, 0.067, 7
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, 9
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, 9
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, 10
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, 10
I, 0.53, 0.41, 0.15, 0.612, 0.2435, 0.1525, 0.1895, 11
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, 9
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, 8
M, 0.57, 0.45, 0.14, 0.9275, 0.477, 0.1605, 0.2515, 8
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, 10
F, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, 9
M, 0.625, 0.47, 0.17, 1.1665, 0.4605, 0.2565, 0.3945, 11
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, 9
F, 0.67, 0.545, 0.16, 1.5415, 0.5985, 0.2565, 0.495, 15
F, 0.46, 0.375, 0.12, 0.4915, 0.2205, 0.088, 0.17, 7
F, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, 12
M, 0.62, 0.5, 0.2, 1.221, 0.4605, 0.263, 0.43, 12
I, 0.16, 0.12, 0.02, 0.018, 0.0075, 0.0045, 0.0050, 4
I, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, 13
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, 9
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, 11
I, 0.48, 0.35, 0.105, 0.635, 0.352, 0.127, 0.135, 6
M, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, 10
I, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, 8
I, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, 7
I, 0.495, 0.385, 0.125, 0.5125, 0.2075, 0.1155, 0.172, 10
I, 0.54, 0.42, 0.14, 0.74, 0.3595, 0.159, 0.1985, 8
F, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, 13
M, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, 13
M, 0.63, 0.49, 0.15, 1.1955, 0.5845, 0.257, 0.3, 9
M, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, 13
F, 0.635, 0.485, 0.155, 1.073, 0.467, 0.1975, 0.35, 11
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, 9
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, 11
I, 0.37, 0.28, 0.09, 0.218, 0.0995, 0.0545, 0.0615, 7
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, 8
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, 9
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, 8
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, 10
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, 10
