@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, 9
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, 8
M, 0.65, 0.515, 0.18, 1.3315, 0.5665, 0.347, 0.405, 13
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, 8
M, 0.385, 0.305, 0.09, 0.2775, 0.109, 0.0515, 0.1, 9
I, 0.44, 0.35, 0.12, 0.375, 0.1425, 0.0965, 0.115, 9
M, 0.665, 0.535, 0.155, 1.383, 0.596, 0.2565, 0.485, 14
M, 0.55, 0.435, 0.16, 0.906, 0.342, 0.219, 0.295, 13
I, 0.455, 0.375, 0.125, 0.533, 0.233, 0.106, 0.185, 8
F, 0.435, 0.35, 0.105, 0.4195, 0.194, 0.1005, 0.13, 7
F, 0.56, 0.435, 0.125, 0.8775, 0.3345, 0.2145, 0.29, 13
M, 0.55, 0.45, 0.17, 0.81, 0.317, 0.157, 0.22, 11
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, 13
F, 0.71, 0.575, 0.175, 1.555, 0.6465, 0.3705, 0.52, 15
M, 0.275, 0.2, 0.08, 0.099, 0.037, 0.024, 0.03, 5
M, 0.265, 0.2, 0.065, 0.084, 0.034, 0.0105, 0.03, 7
F, 0.48, 0.37, 0.13, 0.5885, 0.2475, 0.1505, 0.1595, 15
M, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, 11
M, 0.285, 0.215, 0.075, 0.106, 0.0415, 0.023, 0.035, 5
I, 0.58, 0.445, 0.17, 1.178, 0.3935, 0.2165, 0.315, 20
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, 9
M, 0.5, 0.375, 0.13, 0.721, 0.3055, 0.1725, 0.22, 14
M, 0.645, 0.515, 0.185, 1.4605, 0.5835, 0.3155, 0.41, 19
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, 9
M, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, 13
I, 0.36, 0.27, 0.09, 0.219, 0.097, 0.0405, 0.065, 6
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, 8
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, 8
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, 8
I, 0.465, 0.345, 0.105, 0.4015, 0.242, 0.0345, 0.109, 6
M, 0.65, 0.505, 0.18, 1.469, 0.7115, 0.3335, 0.38, 9
M, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, 11
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, 10
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, 12
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, 9
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, 8
I, 0.475, 0.35, 0.115, 0.498, 0.2375, 0.099, 0.14, 7
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, 10
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, 9
F, 0.62, 0.48, 0.165, 1.043, 0.4835, 0.221, 0.31, 10
M, 0.615, 0.495, 0.2, 1.304, 0.5795, 0.3115, 0.371, 14
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, 9
F, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, 9
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, 10
I, 0.3, 0.22, 0.065, 0.1195, 0.052, 0.0155, 0.035, 5
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, 9
I, 0.49, 0.39, 0.12, 0.511, 0.2205, 0.103, 0.1745, 9
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, 9
F, 0.595, 0.44, 0.135, 0.964, 0.5005, 0.1715, 0.2575, 10
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, 10
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, 10
M, 0.65, 0.525, 0.205, 1.4275, 0.69, 0.306, 0.4355, 13
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, 9
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, 9
M, 0.705, 0.55, 0.21, 1.4385, 0.655, 0.3255, 0.462, 11
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, 10
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, 12
I, 0.275, 0.205, 0.065, 0.101, 0.041, 0.021, 0.034, 5
M, 0.53, 0.425, 0.13, 0.702, 0.2975, 0.1395, 0.22, 9
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, 10
M, 0.58, 0.45, 0.155, 0.8275, 0.321, 0.1975, 0.2445, 8
M, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, 10
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, 10
F, 0.705, 0.56, 0.17, 1.4575, 0.607, 0.318, 0.44, 11
M, 0.74, 0.58, 0.205, 2.381, 0.8155, 0.4695, 0.488, 12
I, 0.205, 0.155, 0.045, 0.0495, 0.0235, 0.011, 0.014, 3
M, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, 10
I, 0.32, 0.235, 0.065, 0.1385, 0.058, 0.0225, 0.05, 5
F, 0.5, 0.39, 0.13, 0.6355, 0.2505, 0.1635, 0.195, 15
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, 8
M, 0.545, 0.45, 0.16, 0.8615, 0.2925, 0.1545, 0.365, 16
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, 10
I, 0.14, 0.105, 0.035, 0.0145, 0.0050, 0.0035, 0.0050, 4
M, 0.245, 0.18, 0.065, 0.0635, 0.0245, 0.0135, 0.02, 4
M, 0.555, 0.42, 0.145, 0.8695, 0.3075, 0.2575, 0.25, 14
M, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, 13
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, 10
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, 10
M, 0.72, 0.6, 0.235, 2.2385, 0.984, 0.411, 0.621, 12
F, 0.62, 0.465, 0.14, 1.011, 0.479, 0.2385, 0.255, 8
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, 10
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, 9
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, 10
I, 0.33, 0.245, 0.065, 0.1445, 0.058, 0.032, 0.0505, 6
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, 8
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, 10
M, 0.645, 0.51, 0.165, 1.403, 0.5755, 0.2515, 0.4545, 11
I, 0.4, 0.3, 0.115, 0.318, 0.1335, 0.0725, 0.0935, 6
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, 8
I, 0.545, 0.43, 0.14, 0.772, 0.289, 0.19, 0.2615, 8
M, 0.585, 0.51, 0.16, 1.218, 0.639, 0.241, 0.3, 11
M, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, 11
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, 10
M, 0.77, 0.605, 0.175, 2.0505, 0.8005, 0.526, 0.355, 11
F, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, 11
