@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
I, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, 12
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, 8
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, 12
F, 0.51, 0.38, 0.13, 0.584, 0.224, 0.1355, 0.185, 13
I, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, 11
M, 0.455, 0.345, 0.125, 0.44, 0.169, 0.1065, 0.135, 12
I, 0.44, 0.33, 0.135, 0.522, 0.17, 0.0905, 0.195, 16
M, 0.605, 0.475, 0.16, 1.616, 0.5495, 0.332, 0.34, 18
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, 9
I, 0.21, 0.15, 0.055, 0.0455, 0.02, 0.0065, 0.013, 4
I, 0.4, 0.29, 0.1, 0.258, 0.104, 0.059, 0.0815, 7
I, 0.44, 0.33, 0.11, 0.38, 0.197, 0.079, 0.09, 7
M, 0.535, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, 10
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, 10
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, 9
I, 0.24, 0.185, 0.06, 0.0655, 0.0295, 5.0E-4, 0.02, 4
I, 0.26, 0.205, 0.07, 0.097, 0.0415, 0.019, 0.0305, 4
I, 0.33, 0.23, 0.085, 0.1695, 0.079, 0.026, 0.0505, 6
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, 8
I, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, 9
I, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, 9
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, 9
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, 9
I, 0.58, 0.46, 0.14, 0.9265, 0.4135, 0.1845, 0.27, 10
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, 8
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, 9
F, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, 12
I, 0.395, 0.3, 0.09, 0.2855, 0.1385, 0.0625, 0.077, 5
I, 0.495, 0.375, 0.115, 0.5755, 0.31, 0.1145, 0.1395, 8
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, 8
M, 0.545, 0.43, 0.155, 0.8035, 0.409, 0.144, 0.228, 7
I, 0.435, 0.325, 0.1, 0.342, 0.1335, 0.0835, 0.105, 6
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, 9
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, 8
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, 10
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, 10
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, 10
F, 0.665, 0.54, 0.195, 1.764, 0.8505, 0.3615, 0.47, 11
M, 0.675, 0.51, 0.17, 1.527, 0.809, 0.318, 0.341, 11
F, 0.705, 0.53, 0.17, 1.564, 0.612, 0.394, 0.44, 10
M, 0.51, 0.38, 0.135, 0.681, 0.3435, 0.142, 0.17, 9
F, 0.575, 0.42, 0.19, 1.764, 0.914, 0.377, 0.4095, 10
I, 0.385, 0.29, 0.1, 0.2575, 0.1, 0.061, 0.086, 6
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, 8
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, 9
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, 10
I, 0.355, 0.27, 0.1, 0.2255, 0.11, 0.042, 0.064, 7
I, 0.38, 0.275, 0.095, 0.2425, 0.106, 0.0485, 0.21, 6
I, 0.46, 0.34, 0.1, 0.386, 0.1805, 0.0875, 0.0965, 8
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, 8
M, 0.565, 0.445, 0.14, 0.836, 0.406, 0.1605, 0.2245, 9
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, 10
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, 10
M, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, 11
M, 0.335, 0.26, 0.075, 0.22, 0.0855, 0.04, 0.085, 6
M, 0.57, 0.45, 0.155, 0.91, 0.326, 0.1895, 0.355, 14
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, 9
F, 0.645, 0.5, 0.225, 1.626, 0.587, 0.4055, 0.41, 15
F, 0.61, 0.49, 0.17, 1.1775, 0.5655, 0.2385, 0.295, 15
I, 0.38, 0.3, 0.1, 0.286, 0.1305, 0.056, 0.09, 7
M, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, 12
F, 0.595, 0.5, 0.18, 1.053, 0.4405, 0.192, 0.39, 13
F, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, 12
I, 0.315, 0.235, 0.08, 0.18, 0.08, 0.045, 0.047, 5
M, 0.69, 0.55, 0.195, 1.777, 0.769, 0.38, 0.4305, 11
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, 10
I, 0.295, 0.22, 0.065, 0.1295, 0.052, 0.028, 0.035, 6
M, 0.485, 0.39, 0.12, 0.599, 0.251, 0.1345, 0.169, 8
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, 8
I, 0.315, 0.23, 0.0, 0.134, 0.0575, 0.0285, 0.3505, 6
I, 0.36, 0.27, 0.09, 0.2075, 0.098, 0.039, 0.062, 6
M, 0.625, 0.505, 0.175, 1.131, 0.5425, 0.2265, 0.323, 8
M, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, 11
I, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, 8
M, 0.51, 0.405, 0.125, 0.6925, 0.327, 0.155, 0.1805, 7
I, 0.56, 0.44, 0.155, 0.811, 0.3685, 0.178, 0.235, 11
F, 0.58, 0.425, 0.155, 0.873, 0.3615, 0.249, 0.239, 10
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.214, 0.301, 9
M, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, 10
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, 8
I, 0.37, 0.275, 0.08, 0.2325, 0.093, 0.056, 0.072, 6
I, 0.395, 0.31, 0.085, 0.317, 0.153, 0.0505, 0.0935, 7
I, 0.48, 0.335, 0.125, 0.524, 0.246, 0.1095, 0.145, 7
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, 8
M, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, 9
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, 9
M, 0.68, 0.545, 0.185, 1.672, 0.7075, 0.364, 0.48, 11
I, 0.3, 0.215, 0.05, 0.1185, 0.048, 0.0225, 0.042, 4
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, 10
F, 0.6, 0.5, 0.17, 1.13, 0.4405, 0.267, 0.335, 11
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, 10
M, 0.67, 0.535, 0.19, 1.669, 0.7465, 0.2935, 0.508, 11
I, 0.435, 0.33, 0.095, 0.393, 0.219, 0.075, 0.0885, 6
M, 0.475, 0.36, 0.14, 0.5135, 0.241, 0.1045, 0.155, 8
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, 8
