@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
F, 0.64, 0.505, 0.19, 1.2765, 0.4835, 0.328, 0.4, 12
F, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, 13
M, 0.65, 0.525, 0.19, 1.4995, 0.6265, 0.4005, 0.395, 14
F, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, 13
F, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, 12
F, 0.595, 0.485, 0.145, 1.2515, 0.5035, 0.2925, 0.33, 14
F, 0.58, 0.475, 0.165, 1.0385, 0.414, 0.26, 0.305, 13
F, 0.63, 0.5, 0.16, 1.22, 0.4905, 0.3, 0.345, 14
M, 0.59, 0.45, 0.12, 0.7485, 0.3345, 0.1315, 0.22, 14
M, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, 9
F, 0.705, 0.555, 0.2, 1.4685, 0.4715, 0.3235, 0.52, 19
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, 8
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, 8
I, 0.19, 0.13, 0.045, 0.0265, 0.0090, 0.0050, 0.0090, 5
F, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, 12
M, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, 18
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, 9
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, 8
I, 0.35, 0.265, 0.095, 0.199, 0.073, 0.049, 0.06, 5
I, 0.365, 0.27, 0.105, 0.2155, 0.0915, 0.0475, 0.063, 6
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, 8
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, 8
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, 9
M, 0.555, 0.44, 0.145, 0.85, 0.4165, 0.1685, 0.23, 8
M, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, 8
F, 0.64, 0.5, 0.165, 1.1635, 0.554, 0.239, 0.32, 11
I, 0.35, 0.265, 0.085, 0.1735, 0.0775, 0.034, 0.056, 6
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, 8
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, 8
F, 0.65, 0.52, 0.195, 1.6275, 0.689, 0.3905, 0.432, 11
M, 0.675, 0.515, 0.145, 1.265, 0.6025, 0.299, 0.325, 10
M, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, 10
F, 0.61, 0.49, 0.17, 1.3475, 0.7045, 0.25, 0.3045, 11
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, 9
M, 0.715, 0.525, 0.2, 1.89, 0.95, 0.436, 0.4305, 10
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, 13
I, 0.44, 0.32, 0.095, 0.3275, 0.1495, 0.059, 0.1, 8
I, 0.475, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, 9
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, 9
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, 10
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, 10
M, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, 9
M, 0.495, 0.375, 0.155, 0.976, 0.45, 0.2285, 0.2475, 9
F, 0.65, 0.5, 0.17, 1.4045, 0.694, 0.318, 0.3235, 11
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, 9
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, 9
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.2155, 0.2875, 13
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, 12
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.224, 0.354, 12
F, 0.45, 0.365, 0.115, 0.5885, 0.318, 0.121, 0.1325, 8
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, 10
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, 9
M, 0.68, 0.54, 0.195, 1.7825, 0.5565, 0.3235, 0.4285, 11
F, 0.675, 0.535, 0.22, 1.604, 0.6175, 0.4255, 0.453, 14
F, 0.565, 0.45, 0.165, 0.9765, 0.322, 0.244, 0.37, 12
F, 0.55, 0.465, 0.15, 1.082, 0.3575, 0.194, 0.19, 14
M, 0.525, 0.395, 0.165, 0.782, 0.285, 0.1405, 0.285, 19
F, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, 9
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, 12
M, 0.295, 0.225, 0.09, 0.1385, 0.048, 0.046, 0.05, 9
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, 9
M, 0.575, 0.47, 0.165, 0.853, 0.292, 0.179, 0.35, 16
M, 0.38, 0.27, 0.095, 0.219, 0.0835, 0.0515, 0.07, 6
I, 0.52, 0.39, 0.14, 0.7325, 0.2415, 0.144, 0.26, 19
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, 10
I, 0.615, 0.46, 0.19, 1.066, 0.4335, 0.226, 0.33, 13
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, 8
I, 0.5, 0.38, 0.155, 0.6675, 0.2745, 0.156, 0.18, 12
I, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, 10
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, 10
I, 0.235, 0.175, 0.065, 0.0615, 0.0205, 0.02, 0.019, 6
F, 0.68, 0.55, 0.19, 1.807, 0.8225, 0.3655, 0.515, 11
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, 10
I, 0.38, 0.3, 0.09, 0.277, 0.1655, 0.0625, 0.082, 6
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, 8
I, 0.415, 0.33, 0.1, 0.3905, 0.1925, 0.0755, 0.1025, 7
I, 0.185, 0.135, 0.045, 0.032, 0.011, 0.0065, 0.01, 4
I, 0.415, 0.31, 0.095, 0.34, 0.181, 0.057, 0.083, 6
I, 0.51, 0.39, 0.125, 0.597, 0.293, 0.1265, 0.1555, 8
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, 9
I, 0.365, 0.28, 0.09, 0.196, 0.0865, 0.036, 0.0605, 7
I, 0.365, 0.27, 0.09, 0.2155, 0.1005, 0.049, 0.0655, 6
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, 9
F, 0.625, 0.485, 0.165, 1.2255, 0.5075, 0.296, 0.36, 10
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, 10
M, 0.55, 0.385, 0.13, 0.7275, 0.343, 0.1625, 0.19, 8
M, 0.57, 0.445, 0.16, 1.0145, 0.516, 0.164, 0.3, 10
F, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, 12
I, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, 8
M, 0.67, 0.525, 0.2, 1.7405, 0.6205, 0.297, 0.657, 11
M, 0.695, 0.55, 0.195, 1.6645, 0.727, 0.36, 0.445, 11
I, 0.35, 0.25, 0.075, 0.1695, 0.0835, 0.0355, 0.041, 6
F, 0.585, 0.455, 0.17, 0.9945, 0.4255, 0.263, 0.2845, 11
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, 9
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, 10
