@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075,  0.815]
@attribute Diameter real [0.055,  0.65]
@attribute Height real [0.0,  1.13]
@attribute Whole_weight real [0.0020,  2.8255]
@attribute Shucked_weight real [0.0010,  1.488]
@attribute Viscera_weight real [5.0E-4,  0.76]
@attribute Shell_weight real [0.0015,  1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24}
@data
M, 0.46, 0.36, 0.125, 0.547, 0.2165, 0.1105, 0.19, 8
I, 0.2, 0.15, 0.04, 0.046, 0.021, 0.0070, 0.0065, 4
M, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, 13
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, 12
F, 0.47, 0.375, 0.105, 0.513, 0.232, 0.142, 0.13, 11
F, 0.43, 0.35, 0.09, 0.397, 0.1575, 0.089, 0.12, 9
F, 0.47, 0.36, 0.11, 0.4965, 0.237, 0.127, 0.13, 6
M, 0.565, 0.435, 0.185, 1.032, 0.354, 0.2045, 0.31, 20
I, 0.31, 0.235, 0.075, 0.1515, 0.056, 0.0315, 0.05, 7
F, 0.62, 0.485, 0.175, 1.271, 0.531, 0.3075, 0.37, 11
F, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, 10
M, 0.555, 0.435, 0.135, 0.858, 0.377, 0.1585, 0.29, 15
M, 0.3, 0.24, 0.09, 0.161, 0.0725, 0.039, 0.05, 6
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, 12
M, 0.69, 0.54, 0.185, 1.6195, 0.533, 0.353, 0.555, 24
M, 0.605, 0.485, 0.175, 1.145, 0.4325, 0.27, 0.405, 16
F, 0.57, 0.435, 0.14, 0.8085, 0.3235, 0.183, 0.22, 16
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, 9
I, 0.66, 0.525, 0.18, 1.6935, 0.6025, 0.4005, 0.42, 15
F, 0.685, 0.525, 0.175, 1.71, 0.5415, 0.309, 0.58, 16
M, 0.43, 0.33, 0.095, 0.34, 0.1315, 0.085, 0.112, 14
I, 0.39, 0.3, 0.1, 0.3085, 0.1385, 0.0735, 0.085, 6
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, 13
F, 0.605, 0.45, 0.165, 1.2225, 0.357, 0.202, 0.385, 13
I, 0.39, 0.315, 0.09, 0.3095, 0.147, 0.05, 0.09, 7
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, 9
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, 8
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.223, 0.292, 11
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, 10
I, 0.325, 0.24, 0.075, 0.152, 0.065, 0.0305, 0.045, 6
I, 0.37, 0.28, 0.09, 0.2565, 0.1255, 0.0645, 0.0645, 6
I, 0.465, 0.37, 0.1, 0.5055, 0.234, 0.11, 0.14, 7
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, 8
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, 9
M, 0.52, 0.395, 0.125, 0.8115, 0.4035, 0.166, 0.2, 7
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, 9
I, 0.4, 0.315, 0.085, 0.2675, 0.116, 0.0585, 0.0765, 6
M, 0.55, 0.44, 0.16, 0.985, 0.4645, 0.201, 0.27, 8
M, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, 8
M, 0.6, 0.41, 0.145, 0.939, 0.4475, 0.196, 0.268, 8
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, 9
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, 9
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, 8
F, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, 10
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, 9
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, 12
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, 12
I, 0.175, 0.125, 0.04, 0.028, 0.0095, 0.0080, 0.0090, 4
I, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, 8
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, 9
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, 8
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, 8
I, 0.595, 0.47, 0.135, 0.9365, 0.434, 0.184, 0.287, 10
F, 0.61, 0.495, 0.165, 1.0835, 0.4525, 0.273, 0.317, 9
M, 0.645, 0.51, 0.19, 1.4865, 0.6445, 0.296, 0.425, 12
F, 0.67, 0.51, 0.155, 1.278, 0.5605, 0.3045, 0.358, 11
M, 0.505, 0.4, 0.15, 0.775, 0.3445, 0.157, 0.185, 7
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, 9
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, 8
I, 0.535, 0.4, 0.145, 0.705, 0.3065, 0.1365, 0.22, 10
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, 10
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, 10
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, 8
M, 0.455, 0.35, 0.105, 0.416, 0.1625, 0.097, 0.145, 11
F, 0.63, 0.475, 0.175, 1.423, 0.4155, 0.3385, 0.49, 14
F, 0.525, 0.43, 0.165, 0.717, 0.289, 0.1745, 0.195, 10
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, 9
M, 0.515, 0.4, 0.14, 0.7365, 0.2955, 0.184, 0.185, 16
F, 0.525, 0.43, 0.125, 0.813, 0.3315, 0.166, 0.1775, 12
M, 0.635, 0.48, 0.235, 1.064, 0.413, 0.228, 0.36, 16
I, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, 17
I, 0.235, 0.175, 0.08, 0.0645, 0.0215, 0.0175, 0.0215, 5
M, 0.505, 0.39, 0.105, 0.6555, 0.2595, 0.18, 0.19, 11
M, 0.55, 0.44, 0.16, 0.991, 0.348, 0.168, 0.375, 20
M, 0.475, 0.365, 0.14, 0.6175, 0.202, 0.1445, 0.19, 16
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, 8
I, 0.44, 0.33, 0.135, 0.4095, 0.163, 0.1005, 0.119, 6
I, 0.45, 0.35, 0.135, 0.494, 0.2205, 0.0945, 0.1405, 7
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, 8
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, 8
I, 0.275, 0.2, 0.07, 0.096, 0.037, 0.0225, 0.03, 6
F, 0.58, 0.46, 0.135, 0.926, 0.4025, 0.208, 0.275, 8
I, 0.41, 0.305, 0.1, 0.2645, 0.1, 0.0655, 0.085, 7
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, 8
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, 9
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, 11
F, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, 11
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, 10
F, 0.72, 0.59, 0.205, 1.7495, 0.7755, 0.4225, 0.48, 11
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, 9
M, 0.35, 0.265, 0.09, 0.197, 0.073, 0.0365, 0.077, 7
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, 9
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, 9
F, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, 11
I, 0.28, 0.215, 0.07, 0.124, 0.063, 0.0215, 0.03, 6
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, 9
